project_id	size	size_wpred	size_source
mm.mgs.410	unknown_sz	small	mm_prediction_random_forest
mm.mgs.354	unknown_sz	small	mm_prediction_random_forest
mm.mgs.356	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.111	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC146	small	small	domus
mm.domus.SC246	small	small	domus
mm.domus.SC147	small	small	domus
mm.domus.SC145	small	small	domus
mm.domus.SC040	small	small	domus
mm.wiki.497	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC039	medium	medium	domus
mm.domus.SC298	small	small	domus
mm.fcm.221	unknown_sz	small	mm_prediction_random_forest
mm.mgs.295	small	small	scottish_national_audit
mm.domus.SC041	small	small	domus
mm.domus.SC198	small	small	domus
mm.wiki.496	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC174	small	small	domus
mm.domus.SC306	small	small	domus
mm.mgs.296	small	small	scottish_national_audit
mm.aim82NM.121	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC033	small	small	domus
mm.fcm.030	unknown_sz	small	mm_prediction_random_forest
mm.mgs.396	unknown_sz	small	mm_prediction_random_forest
mm.misc.186	unknown_sz	small	mm_prediction_random_forest
mm.wiki.495	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC152	medium	medium	domus
mm.musa.022	unknown_sz	small	mm_prediction_random_forest
mm.mgs.286	large	large	ma(fam)
mm.aim.0050	small	small	aim_size_designation
mm.mgs.285	medium	medium	scottish_national_audit
mm.aim82NM.120	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC153	medium	medium	domus
mm.domus.SC154	medium	medium	domus
mm.wiki.498	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC007	small	small	domus
mm.domus.SC257	medium	medium	domus
mm.domus.SC010	small	small	scottish_national_audit
mm.domus.SC258	large	large	domus
mm.domus.SC100	small	small	scottish_national_audit
mm.mgs.298	small	small	scottish_national_audit
mm.hha.162	unknown_sz	small	mm_prediction_random_forest
mm.musa.258	large	large	ma(fam)
mm.aim82M.032	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC229	small	small	domus
mm.domus.SC320	small	small	ma(fam)
mm.domus.SC259	small	small	domus
mm.musa.046	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC008	small	small	domus
mm.domus.SC093	medium	medium	domus
mm.domus.SC151	small	small	domus
mm.domus.SC009	small	small	domus
mm.mgs.223	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC012	small	small	domus
mm.domus.SC103	small	small	ma(fam)
mm.domus.SC192	medium	medium	domus
mm.aim82M.012	unknown_sz	small	mm_prediction_random_forest
mm.musa.344	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC222	small	small	aim_size_designation
mm.domus.SC069	large	large	domus
mm.aim82M.059	unknown_sz	small	mm_prediction_random_forest
mm.aim.1071	small	small	aim_size_designation
mm.mgs.325	small	small	ma(fam)
mm.domus.SC005	large	large	domus
mm.domus.SC221	small	small	domus
mm.mgs.093	unknown_sz	large	mm_prediction_random_forest
mm.domus.SC187	medium	medium	domus
mm.domus.SC220	small	small	domus
mm.domus.SC116	small	small	domus
mm.mgs.333	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC004	large	large	domus
mm.domus.SC215	medium	medium	domus
mm.domus.SC003	large	large	domus
mm.domus.SC218	small	small	domus
mm.domus.SC002	large	large	domus
mm.wiki.456	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC028	small	small	domus
mm.mgs.352	unknown_sz	small	mm_prediction_random_forest
mm.wiki.457	unknown_sz	small	mm_prediction_random_forest
mm.musa.243	unknown_sz	small	mm_prediction_random_forest
mm.wiki.458	unknown_sz	small	mm_prediction_random_forest
mm.mgs.380	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.003	unknown_sz	small	mm_prediction_random_forest
mm.mgs.278	small	small	scottish_national_audit
mm.mgs.307	medium	medium	ma(fam)
mm.domus.SC026	small	small	domus
mm.wiki.460	unknown_sz	small	mm_prediction_random_forest
mm.aim.1151	small	small	aim_size_designation
mm.musa.196	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC024	small	small	domus
mm.domus.SC025	medium	medium	domus
mm.misc.112	unknown_sz	small	mm_prediction_random_forest
mm.mgs.321	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC311	medium	medium	ma(fam)
mm.wiki.459	unknown_sz	medium	mm_prediction_random_forest
mm.mgs.377	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC029	small	small	domus
mm.wiki.499	unknown_sz	small	mm_prediction_random_forest
mm.mgs.294	small	small	ma(fam)
mm.hha.164	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC027	small	small	domus
mm.mgs.290	small	small	scottish_national_audit
mm.domus.SC119	medium	medium	domus
mm.mgs.292	small	small	scottish_national_audit
mm.domus.SC185	small	small	domus
mm.domus.SC190	small	small	domus
mm.domus.SC034	small	small	domus
mm.mgs.125	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC045	medium	medium	domus
mm.mgs.293	small	small	scottish_national_audit
mm.domus.SC173	medium	medium	domus
mm.mgs.394	small	small	scottish_national_audit
mm.mgs.388	small	small	scottish_national_audit
mm.mgs.412	large	large	ma(fam)
mm.musa.180	small	small	ma(fam)
mm.domus.SC287	small	small	domus
mm.domus.SC270	small	small	domus
mm.hha.183	unknown_sz	small	mm_prediction_random_forest
mm.mgs.320	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC062	medium	medium	domus
mm.wiki.466	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.130	unknown_sz	small	mm_prediction_random_forest
mm.hha.181	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC261	small	small	domus
mm.mgs.383	small	small	scottish_national_audit
mm.mgs.368	small	small	scottish_national_audit
mm.mgs.341	unknown_sz	small	mm_prediction_random_forest
mm.mgs.375	unknown_sz	small	mm_prediction_random_forest
mm.aim.0471	small	small	aim_size_designation
mm.musa.272	unknown_sz	small	mm_prediction_random_forest
mm.mgs.075	small	small	scottish_national_audit
mm.domus.SC191	small	small	domus
mm.wiki.464	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC049	small	small	domus
mm.musa.342	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC250	small	small	domus
mm.domus.SC032	medium	medium	domus
mm.aim.0292	small	small	ma(fam)
mm.domus.SC262	unknown_sz	small	mm_prediction_random_forest
mm.hha.182	unknown_sz	small	mm_prediction_random_forest
mm.mgs.332	unknown_sz	small	mm_prediction_random_forest
mm.aim.0204	small	small	aim_size_designation
mm.aim.0288	small	small	aim_size_designation
mm.domus.SC307	small	small	domus
mm.domus.SC281	large	large	domus
mm.aim82NM.047	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC166	unknown_sz	small	mm_prediction_random_forest
mm.musa.255	medium	medium	ma(fam)
mm.wiki.474	unknown_sz	small	mm_prediction_random_forest
mm.misc.157	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC319	medium	medium	scottish_national_audit
mm.mgs.345	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC294	unknown_sz	small	mm_prediction_random_forest
mm.mgs.373	unknown_sz	small	mm_prediction_random_forest
mm.mgs.409	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC290	medium	medium	domus
mm.mgs.343	small	small	ma(fam)
mm.mgs.301	medium	medium	aim_size_designation
mm.domus.SC293	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC137	small	small	domus
mm.domus.SC135	large	large	domus
mm.mgs.147	medium	medium	ma(fam)
mm.domus.SC139	large	large	domus
mm.domus.SC284	large	large	domus
mm.hha.161	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC295	small	small	domus
mm.mgs.334	small	small	scottish_national_audit
mm.domus.SC183	large	large	domus
mm.musa.341	large	large	ma(fam)
mm.wiki.472	huge	huge	scottish_national_audit
mm.domus.SC225	small	small	domus
mm.musa.347	unknown_sz	large	mm_prediction_random_forest
mm.domus.SC291	unknown_sz	medium	mm_prediction_random_forest
mm.mgs.408	medium	medium	ma(fam)
mm.domus.SC285	large	large	domus
mm.domus.SC140	medium	medium	domus
mm.mgs.366	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC177	large	large	domus
mm.mgs.348	large	large	aim_size_designation
mm.domus.SC283	large	large	domus
mm.domus.SC076	large	large	domus
mm.mgs.360	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC138	large	large	domus
mm.domus.SC184	medium	medium	domus
mm.domus.SC279	large	large	domus
mm.domus.SC277	large	large	domus
mm.domus.SC231	small	small	domus
mm.domus.SC310	unknown_sz	large	mm_prediction_random_forest
mm.domus.SC160	large	large	domus
mm.mgs.376	unknown_sz	large	mm_prediction_random_forest
mm.misc.145	unknown_sz	small	mm_prediction_random_forest
mm.mgs.346	unknown_sz	small	mm_prediction_random_forest
mm.aim.1190	small	small	aim_size_designation
mm.mgs.289	small	small	ma(fam)
mm.domus.SC161	small	small	domus
mm.mgs.302	medium	medium	scottish_national_audit
mm.domus.SC079	small	small	domus
mm.domus.SC095	small	small	domus
mm.mgs.337	unknown_sz	small	mm_prediction_random_forest
mm.mgs.411	medium	medium	ma(fam)
mm.mgs.374	small	small	ma(fam)
mm.mgs.308	medium	medium	scottish_national_audit
mm.domus.SC072	small	small	domus
mm.domus.SC158	small	small	domus
mm.domus.SC309	unknown_sz	small	mm_prediction_random_forest
mm.mgs.367	unknown_sz	small	mm_prediction_random_forest
mm.musa.175	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC013	large	large	domus
mm.domus.SC308	large	large	scottish_national_audit
mm.aim.0619	small	small	aim_size_designation
mm.domus.SC023	small	small	domus
mm.domus.SC018	medium	medium	domus
mm.domus.SC020	medium	medium	domus
mm.domus.SC021	small	small	domus
mm.domus.SC019	small	small	domus
mm.mgs.279	small	small	ma(fam)
mm.domus.SC022	medium	medium	domus
mm.musa.008	small	small	ma(fam)_year_stated
mm.wiki.462	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC164	small	small	domus
mm.domus.SC125	small	small	domus
mm.hha.173	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC114	small	small	domus
mm.domus.SC047	medium	medium	domus
mm.musa.032	unknown_sz	small	mm_prediction_random_forest
mm.wiki.461	unknown_sz	small	mm_prediction_random_forest
mm.hha.171	unknown_sz	small	mm_prediction_random_forest
mm.mgs.372	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC232	large	large	domus
mm.domus.SC182	medium	medium	domus
mm.aim.0287	small	small	aim_size_designation
mm.domus.SC300	small	small	aim_size_designation
mm.domus.SC235	medium	medium	domus
mm.domus.SC223	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC234	medium	medium	domus
mm.domus.SC113	small	small	domus
mm.domus.SC233	medium	medium	domus
mm.domus.SC181	large	large	domus
mm.Mus70Cal.006	unknown_sz	large	mm_prediction_random_forest
mm.mgs.369	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC144	small	small	domus
mm.domus.SC314	medium	medium	ma(fam)
mm.Mus70Cal.002	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC142	large	large	domus
mm.domus.SC202	small	small	domus
mm.domus.SC141	medium	medium	domus
mm.domus.SC315	medium	medium	scottish_national_audit
mm.domus.SC196	large	large	domus
mm.domus.SC316	small	small	scottish_national_audit
mm.domus.SC143	small	small	domus
mm.domus.SC070	small	small	domus
mm.domus.SC157	medium	medium	domus
mm.domus.SC071	medium	medium	domus
mm.mgs.313	small	small	aim_size_designation
mm.aim.0373	small	small	aim_size_designation
mm.domus.SC186	medium	medium	domus
mm.mgs.389	unknown_sz	small	mm_prediction_random_forest
mm.wiki.475	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC244	large	large	domus
mm.musa.339	medium	medium	ma(fam)
mm.domus.SC074	large	large	domus
mm.mgs.314	unknown_sz	small	mm_prediction_random_forest
mm.domus.SC133	large	large	domus
mm.domus.SC243	large	large	domus
mm.domus.SC134	large	large	domus
mm.mgs.323	small	small	aim_size_designation
mm.domus.SC193	medium	medium	domus
mm.mgs.281	large	large	ma(fam)
mm.mgs.415	medium	medium	ma(fam)
mm.domus.SC031	huge	huge	domus
mm.domus.SC224	medium	medium	domus
mm.domus.SC123	small	small	domus
mm.mgs.406	unknown_sz	small	mm_prediction_random_forest
mm.mgs.299	medium	medium	scottish_national_audit
mm.domus.SC129	large	large	domus
mm.domus.SC180	small	small	domus
mm.domus.SC318	medium	medium	ma(fam)
mm.mgs.400	unknown_sz	large	mm_prediction_random_forest
mm.Mus70Cal.009	unknown_sz	medium	mm_prediction_random_forest
mm.domus.SC130	large	large	domus
mm.domus.WA055	medium	medium	domus
mm.aim82NM.083	unknown_sz	small	mm_prediction_random_forest
mm.wiki.455	unknown_sz	small	mm_prediction_random_forest
mm.aim.0599	small	small	aim_size_designation
mm.domus.WA011	small	small	domus
mm.mald.081	small	small	ma(fam)
mm.aim82M.071	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA093	large	large	domus
mm.wiki.430	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA038	small	small	domus
mm.mald.163	unknown_sz	small	mm_prediction_random_forest
mm.wiki.431	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA007	medium	medium	domus
mm.wiki.428	medium	medium	ma(fam)
mm.wiki.429	unknown_sz	small	mm_prediction_random_forest
mm.mald.007	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA091	medium	medium	domus
mm.domus.WA048	small	small	domus
mm.domus.WA088	small	small	domus
mm.domus.WA077	large	large	domus
mm.domus.WA017	small	small	domus
mm.domus.WA009	small	small	domus
mm.mald.066	unknown_sz	small	mm_prediction_random_forest
mm.aim.0060	small	small	ma(fam)
mm.mald.024	small	small	ma(fam)
mm.domus.WA050	small	small	domus
mm.mald.116	unknown_sz	medium	mm_prediction_random_forest
mm.wiki.441	unknown_sz	small	mm_prediction_random_forest
mm.misc.042	unknown_sz	small	mm_prediction_random_forest
mm.mald.038	small	small	ma(fam)
mm.domus.WA010	unknown_sz	small	mm_prediction_random_forest
mm.mald.157	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA075	large	large	domus
mm.domus.WA102	unknown_sz	medium	mm_prediction_random_forest
mm.aim82NM.001	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.012	unknown_sz	small	mm_prediction_random_forest
mm.mald.079	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA074	medium	medium	domus
mm.domus.WA095	medium	medium	domus
mm.domus.WA076	small	small	domus
mm.mald.162	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WA082	large	large	domus
mm.aim.0720	large	large	aim_size_designation
mm.domus.WA006	small	small	domus
mm.wiki.439	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA072	small	small	domus
mm.mald.013	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA097	unknown_sz	medium	mm_prediction_random_forest
mm.aim.0557	small	small	aim_size_designation
mm.wiki.438	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA094	medium	medium	domus
mm.musa.149	unknown_sz	small	mm_prediction_random_forest
mm.musa.292	medium	medium	ma(fam)
mm.aim82NM.043	unknown_sz	small	mm_prediction_random_forest
mm.mald.037	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA098	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WA099	small	small	domus
mm.aim.0742	small	small	aim_size_designation
mm.domus.WA096	medium	medium	domus
mm.hha.185	unknown_sz	small	mm_prediction_random_forest
mm.aim.0304	small	small	aim_size_designation
mm.mald.072	small	small	ma(fam)
mm.mald.135	medium	medium	ma(fam)
mm.musa.319	unknown_sz	small	mm_prediction_random_forest
mm.mald.130	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA012	large	large	domus
mm.aim82NM.029	unknown_sz	small	mm_prediction_random_forest
mm.mald.042	unknown_sz	small	mm_prediction_random_forest
mm.aim.0159	small	small	aim_size_designation
mm.domus.WA015	medium	medium	domus
mm.aim.0556	small	small	aim_size_designation
mm.domus.WA056	medium	medium	domus
mm.aim82M.009	unknown_sz	small	mm_prediction_random_forest
mm.mald.058	unknown_sz	small	mm_prediction_random_forest
mm.wiki.440	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WA014	medium	medium	domus
mm.mald.020	medium	medium	ma(fam)
mm.aim82M.019	unknown_sz	small	mm_prediction_random_forest
mm.misc.197	unknown_sz	small	mm_prediction_random_forest
mm.hha.186	unknown_sz	small	mm_prediction_random_forest
mm.mald.086	small	small	ma(fam)
mm.domus.WA070	medium	medium	domus
mm.aim.1142	small	small	aim_size_designation
mm.domus.WA042	medium	medium	domus
mm.domus.WA078	large	large	domus
mm.aim82M.014	unknown_sz	small	mm_prediction_random_forest
mm.aim.0723	small	small	aim_size_designation
mm.aim82NM.042	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA045	small	small	domus
mm.domus.WA092	large	large	domus
mm.mald.053	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA044	small	small	domus
mm.domus.WA013	medium	medium	domus
mm.musa.337	medium	medium	ma(fam)
mm.wiki.437	unknown_sz	small	mm_prediction_random_forest
mm.mald.155	unknown_sz	small	mm_prediction_random_forest
mm.mald.151	unknown_sz	medium	mm_prediction_random_forest
mm.misc.133	unknown_sz	small	mm_prediction_random_forest
mm.hud.002	unknown_sz	small	mm_prediction_random_forest
mm.mald.080	small	small	aim_size_designation
mm.wiki.436	unknown_sz	small	mm_prediction_random_forest
mm.hud.001	unknown_sz	small	mm_prediction_random_forest
mm.hud.006	unknown_sz	small	mm_prediction_random_forest
mm.misc.132	unknown_sz	large	mm_prediction_random_forest
mm.aim.0470	small	small	ma(fam)
mm.domus.WA005	medium	medium	domus
mm.domus.WA066	large	large	domus
mm.mald.071	unknown_sz	large	mm_prediction_random_forest
mm.misc.093	unknown_sz	small	mm_prediction_random_forest
mm.mald.027	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA065	large	large	domus
mm.mald.019	unknown_sz	medium	mm_prediction_random_forest
mm.mald.158	unknown_sz	small	mm_prediction_random_forest
mm.mald.110	unknown_sz	large	mm_prediction_random_forest
mm.misc.100	unknown_sz	small	mm_prediction_random_forest
mm.mald.152	unknown_sz	large	mm_prediction_random_forest
mm.mald.068	unknown_sz	medium	mm_prediction_random_forest
mm.aim.0738	small	small	aim_size_designation
mm.domus.WA024	medium	medium	domus
mm.domus.WA069	small	small	domus
mm.domus.WA025	small	small	domus
mm.mald.028	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA103	small	small	aim_size_designation
mm.hha.191	unknown_sz	small	mm_prediction_random_forest
mm.fcm.258	unknown_sz	small	mm_prediction_random_forest
mm.misc.138	unknown_sz	small	mm_prediction_random_forest
mm.hha.190	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA049	small	small	domus
mm.mald.033	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA064	medium	medium	domus
mm.wiki.447	unknown_sz	small	mm_prediction_random_forest
mm.aim.0663	small	small	aim_size_designation
mm.domus.WA090	medium	medium	domus
mm.mald.148	unknown_sz	small	mm_prediction_random_forest
mm.mald.089	medium	medium	ma(fam)
mm.musa.158	medium	medium	ma(fam)
mm.mald.111	small	small	ma(fam)
mm.mald.095	small	small	ma(fam)
mm.hha.184	unknown_sz	small	mm_prediction_random_forest
mm.wiki.434	unknown_sz	small	mm_prediction_random_forest
mm.wiki.435	medium	medium	ma(fam)
mm.mald.030	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WA083	small	small	domus
mm.aim.0555	small	small	aim_size_designation
mm.misc.130	unknown_sz	small	mm_prediction_random_forest
mm.aim82NM.082	unknown_sz	small	mm_prediction_random_forest
mm.mald.159	unknown_sz	small	mm_prediction_random_forest
mm.misc.061	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA022	small	small	domus
mm.aim82NM.018	unknown_sz	small	mm_prediction_random_forest
mm.mald.043	large	large	national_trust_annual_report_
mm.aim82M.018	unknown_sz	small	mm_prediction_random_forest
mm.misc.016	unknown_sz	small	mm_prediction_random_forest
mm.misc.017	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA035	large	large	domus
mm.musa.118	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WA034	medium	medium	domus
mm.domus.WA033	large	large	domus
mm.mald.055	large	large	ma(fam)
mm.domus.WA100	medium	medium	ma(fam)
mm.domus.WA063	medium	medium	domus
mm.aim.0052	small	small	aim_size_designation
mm.wiki.446	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA051	medium	medium	domus
mm.mald.082	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA028	medium	medium	domus
mm.MDN.025	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA041	small	small	domus
mm.domus.WA071	small	small	domus
mm.domus.WA029	small	small	domus
mm.aim.1281	small	small	aim_size_designation
mm.hha.187	unknown_sz	small	mm_prediction_random_forest
mm.mald.052	unknown_sz	small	mm_prediction_random_forest
mm.musa.360	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA085	large	large	domus
mm.aim.0340	large	large	ma(fam)
mm.domus.WA059	medium	medium	domus
mm.mald.090	small	small	aim_size_designation
mm.domus.WA087	large	large	domus
mm.wiki.432	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA026	large	large	domus
mm.mald.026	large	large	aim_size_designation
mm.mald.154	unknown_sz	medium	mm_prediction_random_forest
mm.domus.WA079	small	small	domus
mm.domus.WA057	medium	medium	domus
mm.domus.WA030	medium	medium	domus
mm.aim.1186	small	small	aim_size_designation
mm.domus.WA062	medium	medium	domus
mm.mald.160	unknown_sz	medium	mm_prediction_random_forest
mm.mald.069	large	large	ma(fam)
mm.mald.132	unknown_sz	small	mm_prediction_random_forest
mm.mald.001	unknown_sz	small	mm_prediction_random_forest
mm.aim.0302	small	small	aim_size_designation
mm.mald.015	unknown_sz	small	mm_prediction_random_forest
mm.aim.0006	small	small	aim_size_designation
mm.aim.0147	small	small	aim_size_designation
mm.mald.149	small	small	aim_size_designation
mm.mald.014	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA016	large	large	domus
mm.wiki.452	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA046	small	small	domus
mm.wiki.454	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA047	medium	medium	domus
mm.domus.WA002	medium	medium	domus
mm.domus.WA003	medium	medium	domus
mm.wiki.444	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA037	small	small	domus
mm.aim.0005	medium	medium	ma(fam)
mm.hha.188	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA004	medium	medium	domus
mm.domus.WA027	small	small	domus
mm.hha.189	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA086	large	large	domus
mm.domus.WA053	large	large	domus
mm.domus.WA052	medium	medium	domus
mm.wiki.451	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA021	small	small	domus
mm.mald.062	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA073	small	small	domus
mm.domus.WA084	medium	medium	domus
mm.aim82M.064	unknown_sz	small	mm_prediction_random_forest
mm.aim.0430	small	small	aim_size_designation
mm.domus.WA060	medium	medium	domus
mm.mald.124	large	large	ma(fam)
mm.domus.WA061	small	small	domus
mm.aim82NM.125	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA018	medium	medium	domus
mm.musa.376	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA081	small	small	domus
mm.domus.WA101	unknown_sz	small	mm_prediction_random_forest
mm.domus.WA054	small	small	domus
mm.domus.WA020	medium	medium	domus
mm.domus.WA019	small	small	domus
mm.wiki.448	unknown_sz	small	mm_prediction_random_forest
mm.musa.367	small	small	ma(fam)
mm.wiki.449	unknown_sz	large	mm_prediction_random_forest
mm.misc.131	unknown_sz	small	mm_prediction_random_forest
mm.musa.276	unknown_sz	large	mm_prediction_random_forest
mm.domus.WM147	medium	medium	ma(fam)
mm.aim.0797	small	small	aim_size_designation
mm.aim.0679	small	small	ma(fam)
mm.domus.WA039	small	small	domus
mm.domus.WA031	medium	medium	domus
mm.domus.WA040	small	small	domus
