project_id	V_N	V_MIN	V_MAX	V_MEAN	V_SD	V_SUM	V_LAST_VAL	V_FIRST_YEAR	V_LAST_YEAR	V_SOURCE_MAIN	V_SOURCE_N
mm.domus.SE062	7	1569	2e3	1918.4	157.8	13429	1569	1992	1999	domus	1
mm.domus.SE063	7	13500	45e3	21785.7	10668.7	152500	17500	1994	2016	domus	2
mm.domus.SE064	7	0	4e5	175857.1	185400.9	1231e3	4e5	1994	2016	domus	2
mm.domus.SE065	6	0	133500	38443.2	49388.1	230659	0	1993	2013	domus	2
mm.domus.SE066	5	0	32e3	21264.6	13032.6	106323	30322	1994	1999	domus	1
mm.domus.SE067	2	53600	58500	56050	3464.8	112100	53600	1994	1997	domus	1
mm.domus.SE068	6	0	300	106.7	110	640	0	1994	1999	domus	1
mm.domus.SE069	10	1417	2985	2308.2	595.3	23082	2947	1994	2015	domus	2
mm.domus.SE070	2	368067	369759	368913	1196.4	737826	369759	1994	1997	domus	1
mm.domus.SE071	4	88e3	106669	99176.5	7914.4	396706	101214	1994	2012	domus	2
mm.domus.SE072	4	0	10842	5014.8	5828.4	20059	9217	1994	1999	domus	1
mm.domus.SE073	14	5468641	6820686	6260325.4	481492.6	87644555	6820686	1993	2016	domus	4
mm.domus.SE074	4	11816	19497	13863.8	3757.5	55455	19497	1994	1999	domus	1
mm.domus.SE075	7	1573	13434	10341.4	4130.1	72390	9453	1993	1999	domus	1
mm.domus.SE076	5	0	0	0	0	NA	0	1993	1997	domus	1
mm.domus.SE077	5	17e3	2e4	18700	1565.2	93500	17e3	1994	1999	domus	1
mm.domus.SE078	5	0	15e3	10400	6148.2	52e3	15e3	1994	1999	domus	1
mm.domus.SE079	5	12500	13e3	12800	273.9	64e3	12500	1994	1999	domus	1
mm.domus.SE080	7	20455	32e3	26299.3	3552.1	184095	26752	1994	2015	domus	3
mm.domus.SE081	10	329889	5e5	387807.7	52244	3878077	335065	1994	2015	domus	2
mm.domus.SE082	4	4500	5e3	4875	250	19500	5e3	1994	1999	domus	1
mm.domus.SE083	6	3100	5e3	4235.8	797	25415	5e3	1994	1999	domus	1
mm.domus.SE084	2	20238	3e4	25119	6902.8	50238	20238	1993	2015	domus	2
mm.domus.SE085	7	9254	26500	12578.3	6213.3	88048	12232	1994	2012	domus	2
mm.domus.SE087	2	0	0	0	0	NA	0	1993	1995	domus	1
mm.domus.SE088	11	47e4	1517787	869733.7	412559.2	9567071	1358964	1993	2015	domus	2
mm.domus.SE089	6	0	500	158.3	206	950	0	1994	1999	domus	1
mm.domus.SE090	7	8825	18e3	12975	3314.8	90825	15e3	1994	2012	domus	2
mm.domus.SE091	7	13e3	30627	23524.7	6863.7	164673	27500	1994	2009	domus	2
mm.domus.SE092	6	0	11e3	4698.5	4688.9	28191	0	1994	2005	domus	2
mm.domus.SE093	6	18e5	23e5	2011666.7	161296.8	1207e4	23e5	1993	2006	domus	2
mm.domus.SE094	7	0	163152	103612.9	58807	725290	58e3	1994	2016	domus	2
mm.domus.SE095	8	3e3	100463	59207	37786.6	473656	100463	1994	2015	visitbritain	3
mm.domus.SE096	10	151e3	440432	309580.5	119322.1	3095805	440432	1994	2016	visitbritain	3
mm.domus.SE097	6	15e3	32395	26553.2	7179.8	159319	15e3	1994	1999	domus	1
mm.domus.SE098	6	0	6500	3250	2505	19500	6500	1994	2015	domus	2
mm.domus.SE099	6	80465	88e3	84248.8	2795.3	505493	83028	1994	1999	domus	1
mm.domus.SE101	6	170151	214080	194450.8	19537.5	1166705	214080	2011	2016	visitbritain	2
mm.domus.SE102	3	14767	15910	15225.7	604	45677	14767	2014	2016	visitbritain	2
mm.domus.SE103	1	10936	10936	10936	NA	10936	10936	2009	2009	ma(fam)	1
mm.domus.SE105	1	9500	9500	9500	NA	9500	9500	2016	2016	ma(fam)	1
mm.domus.SE106	2	9721	10418	10069.5	492.9	20139	10418	2014	2015	visitbritain	1
mm.domus.SE110	7	4643	14734	8423.1	3861.7	58962	4643	1993	1999	domus	1
mm.domus.SE111	8	8650	14872	10956.1	1971.6	87649	10538	1993	2016	domus	2
mm.domus.SE112	7	10500	16118	13632.4	1678.5	95427	13793	1993	1999	domus	1
mm.domus.SE113	8	16989	21938	19901.1	1591.8	159209	20295	1993	2016	domus	2
mm.domus.SE114	8	30701	77079	41235.8	14928.2	329886	41886	1993	2009	domus	2
mm.domus.SE115	8	0	31001	10504.5	11571.1	84036	31001	1993	2015	domus	2
mm.domus.SE116	8	10358	14052	11720.4	1337.7	93763	11e3	1993	2016	domus	2
mm.domus.SE117	8	0	1500	879	469	7032	986	1994	2015	domus	2
mm.domus.SE118	1	7500	7500	7500	NA	7500	7500	2008	2008	ma(fam)	1
mm.domus.SE119	6	7e3	24125	19229.2	6671	115375	21e3	1994	1999	domus	1
mm.domus.SE121	9	0	360501	54785.8	115057.8	493072	19893	1994	2015	visitbritain	3
mm.domus.SE122	2	0	0	0	0	NA	0	1994	1995	domus	1
mm.domus.SE123	6	100	1352	1091	488.8	6546	100	1994	1999	domus	1
mm.domus.SE125	4	0	4e3	2375	1973.8	9500	0	1994	1999	domus	1
mm.domus.SE126	5	600	2e3	1316.6	629	6583	600	1993	2016	domus	3
mm.domus.SE127	4	26e3	35e3	29557.5	4298.4	118230	26230	1994	1997	domus	1
mm.domus.SE128	4	80730	11e4	94982.5	12012.1	379930	80730	1994	1997	domus	1
mm.domus.SE129	4	15052	28902	22308.8	5667.4	89235	15052	1994	2008	domus	2
mm.domus.SE130	4	0	95e3	64975	43876.4	259900	0	1994	1997	domus	1
mm.domus.SE131	5	31960	76931	47605.2	18104	238026	35135	1994	2010	domus	2
mm.domus.SE132	4	0	500	375	250	1500	500	1994	1997	domus	1
mm.domus.SE133	6	50	21e3	6008.3	8624.4	36050	21e3	1994	1999	domus	1
mm.domus.SE134	5	4e3	12e3	8e3	4e3	4e4	4e3	1993	1999	domus	1
mm.domus.SE135	10	1e3	3073	2219.8	543.9	22198	2600	1993	2016	domus	3
mm.domus.SE136	4	6890	8e3	7468	615.4	29872	6982	1994	1999	domus	1
mm.domus.SE137	6	0	4325	2087.5	1371.1	12525	0	1994	2006	domus	2
mm.domus.SE138	8	0	3500	1959.9	1338.9	15679	3500	1993	2008	domus	2
mm.domus.SE139	5	0	3315	2283	1303.7	11415	2700	1994	1999	domus	1
mm.domus.SE140	11	27663	799772	131945.2	222555.3	1451397	69935	1994	2016	domus	4
mm.domus.SE141	6	0	500	83.3	204.1	500	0	1994	1999	domus	1
mm.domus.SE142	5	9729	12e3	10306.6	952	51533	12e3	1994	2006	domus	2
mm.domus.SE143	7	0	6e4	22601.1	18518.5	158208	20049	1994	2015	domus	3
mm.domus.SE146	7	14410	43e3	27648.4	10665.6	193539	14410	1994	2016	domus	3
mm.domus.SE147	3	15790	22361	20170.7	3793.8	60512	15790	1994	1999	domus	1
mm.domus.SE148	9	6e3	28e3	14378.8	6754.3	129409	8409	1994	2015	domus	3
mm.domus.SE149	4	3e3	28e3	12750	11441.9	51e3	3e3	1994	1998	domus	1
mm.domus.SE150	3	3e3	1e4	5333.3	4041.5	16e3	3e3	1994	2014	domus	2
mm.domus.SE152	5	0	1550	1120	650.6	5600	0	1994	1999	domus	1
mm.domus.SE153	6	0	6500	3516.7	2081.7	21100	0	1994	1999	domus	1
mm.domus.SE154	7	3591	6183	4908.7	994.5	34361	6183	1994	2016	domus	2
mm.domus.SE155	8	6217	17669	10083.6	3482.9	80669	17669	1994	2015	domus	3
mm.domus.SE156	7	300	3e4	7007.9	10448.5	49055	7545	1994	2016	domus	2
mm.domus.SE157	7	3e3	35e3	14254.6	11602.8	99782	3e3	1994	2008	domus	2
mm.domus.SE158	6	16071	20652	17406	1737.5	104436	16585	1994	1999	domus	1
mm.domus.SE159	9	0	34415	18174	11168.5	163566	34415	1994	2015	domus	2
mm.domus.SE160	4	0	8500	4175	4822.4	16700	0	1994	1999	domus	1
mm.domus.SE161	6	0	20861	12406.2	7692.6	74437	19598	1994	2015	domus	2
mm.domus.SE162	6	104	299	203.3	62.6	1220	184	1994	1999	domus	1
mm.domus.SE164	9	12386	16142	13541.8	1294.8	121876	16142	1994	2015	domus	2
mm.domus.SE165	6	4600	7300	5922.8	1042.6	35537	6839	1994	1999	domus	1
mm.domus.SE166	10	3414	12943	7270.5	3004.5	72705	3414	1994	2015	domus	3
mm.domus.SE167	7	0	7e3	2986.9	2113.2	20908	0	1994	2009	domus	2
mm.domus.SE168	9	11e5	3888374	2770522.6	1121460.8	24934703	3888374	1994	2015	visitbritain	3
mm.domus.SE169	5	0	39e3	13400	14876.2	67e3	0	1994	1999	domus	1
mm.domus.SE170	10	13e3	32e3	21149.4	7880.5	211494	32e3	1994	2015	domus	2
mm.domus.SE171	5	0	2e4	12400	10430.7	62e3	2e3	1994	1999	domus	1
mm.domus.SE172	11	3681	11430	7648.4	3128.4	84132	4210	1994	2015	domus	3
mm.domus.SE173	6	1350	5447	4500.5	1575	27003	5447	1994	2015	domus	2
mm.domus.SE174	6	3800	5e3	4566.2	491.9	27397	4775	1994	1999	domus	1
mm.domus.SE175	6	0	2500	716.7	980.6	4300	2500	1994	2008	domus	2
mm.domus.SE176	7	0	7e3	4874.7	2400.5	34123	5281	1994	2015	domus	2
mm.domus.SE177	5	0	15460	8875.4	5599.8	44377	8635	1994	2011	domus	2
mm.domus.SE178	4	18275	2e4	18994.8	723.3	75979	2e4	1994	1999	domus	1
mm.domus.SE179	5	0	77450	49763.2	30805.2	248816	0	1994	1999	domus	1
mm.domus.SE180	6	0	99250	65380.5	34437.3	392283	0	1994	2016	domus	2
mm.domus.SE181	5	71e3	2e5	99054	56454.8	495270	75e3	1994	2013	domus	2
mm.domus.SE182	4	0	65e3	47027.8	31397.1	188111	61e3	1994	1997	domus	1
mm.domus.SE183	6	0	48733	34964.2	18115.4	209785	0	1994	2014	domus	2
mm.domus.SE184	7	3500	13909	7562.9	4395.1	52940	5e3	1994	2015	domus	2
mm.domus.SE185	6	35703	331709	100908.3	114838.2	605450	38538	1994	1999	domus	1
mm.domus.SE187	6	0	1e4	6091.8	3762.3	36551	4809	1994	2014	domus	2
mm.domus.SE188	5	1800	2500	2180	286.4	10900	1800	1994	1999	domus	1
mm.domus.SE189	4	300	500	400	81.6	1600	500	1994	1999	domus	1
mm.domus.SE190	5	1144	1797	1364.4	259.6	6822	1287	1994	1999	domus	1
mm.domus.SE191	11	4e4	108740	61374.8	23914.8	675123	108740	1994	2012	babbidge_ewles_&_smith._2006.	3
mm.domus.SE192	7	0	25374	12776.7	7490	89437	11336	1994	2016	domus	2
mm.domus.SE193	4	2500	3800	3025	556	12100	2800	1994	1998	domus	1
mm.domus.SE194	7	239	300	259.9	21.8	1819	250	1994	2016	domus	2
mm.domus.SE195	5	27913	37861	32555.6	3801.5	162778	27913	1994	1999	domus	1
mm.domus.SE196	5	15370	19381	17589	1454.3	87945	15370	1994	1999	domus	1
mm.domus.SE197	7	0	10021	7118	3427.7	49826	9400	1994	2015	domus	2
mm.domus.SE198	11	582	1077	909.1	149.1	1e4	582	1994	2015	domus	3
mm.domus.SE199	7	700	1e3	771.4	107.5	5400	700	1994	2006	domus	2
mm.domus.SE200	7	21e3	4e4	30409.6	7891.3	212867	35795	1994	2014	babbidge_ewles_&_smith._2006.	3
mm.domus.SE201	5	605	1135	910	222.7	4550	798	1994	1999	domus	1
mm.domus.SE202	5	28e3	33500	30321	1984.1	151605	33500	1994	1999	domus	1
mm.domus.SE204	7	13226	106600	64681.7	37796.9	452772	95e3	1994	2011	domus	2
mm.domus.SE205	9	76399	185823	138218.2	44638.8	1243964	185823	1994	2016	visitbritain	3
mm.domus.SE208	2	0	0	0	0	NA	0	1994	1998	domus	1
mm.domus.SE209	5	21e3	42660	35433.2	8513.8	177166	39373	1994	2015	domus	2
mm.domus.SE210	12	27021	45e3	30931.8	4841.3	371181	28723	1994	2015	domus	3
mm.domus.SE211	11	116930	269391	190939.5	56275.5	2100334	148616	1994	2015	domus	2
mm.domus.SE212	11	11510	24053	18661.6	4962.1	205278	21060	1994	2015	domus	2
mm.domus.SE213	11	326150	410291	359411.5	31897.4	3953526	326150	1994	2015	domus	2
mm.domus.SE214	8	57180	590237	266889	213445.1	2135112	326360	1994	2015	visitbritain	3
mm.domus.SE215	9	1744	27178	14482.7	8872.4	130344	1744	1994	2015	visitbritain	3
mm.domus.SE216	4	0	590237	160464.8	287546.4	641859	0	1994	2013	domus	2
mm.domus.SE218	4	0	2e5	53798.8	97534.7	215195	2e5	1994	1999	domus	1
mm.domus.SE219	5	6829	12e4	32432.2	49005.8	162161	12e4	1994	2010	domus	2
mm.domus.SE220	4	2e4	57663	44195.5	17848.2	176782	2e4	1994	1999	domus	1
mm.domus.SE221	5	0	15905	10872.2	6371.7	54361	15905	1994	2011	domus	2
mm.domus.SE222	4	0	3e4	22500	15e3	9e4	3e4	1994	1999	domus	1
mm.domus.SE224	11	44477	107835	78182.3	28527.2	860005	107835	1994	2015	domus	3
mm.domus.SE225	7	0	4283	2147.1	1640.2	15030	1500	1994	2016	domus	3
mm.domus.SE226	5	12040	17022	13340.6	2149.5	66703	13494	1994	1999	domus	1
mm.domus.SE227	6	0	7082	5303.2	2627	31819	0	1994	2009	domus	2
mm.domus.SE228	5	2e3	6360	3569.2	1644.1	17846	3227	1994	2016	domus	2
mm.domus.SE229	13	106e3	148e3	120357	13643.5	1564641	112123	1994	2016	domus	4
mm.domus.SE230	8	4064	10772	8082.4	2692.6	64659	8021	1994	2016	domus	3
mm.domus.SE231	7	18957	65286	31753.7	15767.7	222276	18957	1994	2016	domus	2
mm.domus.SE232	6	17e3	22e3	18711.3	1866.3	112268	19600	1994	2016	domus	2
mm.domus.SE233	3	0	0	0	0	NA	0	1994	1997	domus	1
mm.domus.SE234	7	39774	63507	47424.1	10271.7	331969	39879	1994	2016	domus	3
mm.domus.SE235	7	6420	27e3	10655.6	7277.3	74589	9426	1994	2010	domus	2
mm.domus.SE236	5	13999	29020	21397.8	6007	106989	13999	1994	2005	domus	2
mm.domus.SE237	4	48342	70500	58036.2	9795.6	232145	70500	1994	1998	domus	1
mm.domus.SE240	7	2404	3025	2827.9	252.6	19795	2897	1994	2013	domus	2
mm.domus.SE241	10	54765	173708	79496.7	34222.7	794967	65092	1994	2016	domus	4
mm.domus.SE242	5	500	2300	1140	680.4	5700	500	1994	2008	domus	2
mm.domus.SE243	10	6994	13800	9663.7	2483.1	96637	6994	1994	2016	domus	4
mm.domus.SE245	6	10165	13606	11435.7	1306	68614	11386	1994	2013	domus	2
mm.domus.SE246	5	12860	15425	14206.8	1114	71034	14323	1994	1999	domus	1
mm.domus.SE247	5	22168	61941	31407	17100.4	157035	22168	1994	1999	domus	1
mm.domus.SE248	10	1903	6313	3534.9	1511.4	35349	2808	1994	2015	domus	2
mm.domus.SE249	9	916	3643	2170.4	1275.8	19534	916	1994	2015	visitbritain	2
mm.domus.SE250	4	2750	14678	9382	4934.5	37528	2750	1994	2015	domus	2
mm.domus.SE251	9	10052	30308	22730.9	8026.8	204578	10052	1994	2015	visitbritain	3
mm.domus.SE252	11	0	2122	1639.1	581.8	18030	2122	1994	2015	domus	2
mm.domus.SE253	5	0	2e3	1197.6	890	5988	2e3	1994	2015	domus	2
mm.domus.SE254	6	17346	37196	31959.3	7481.5	191756	36860	1994	1999	domus	1
mm.domus.SE255	7	10452	26097	14522	5364.3	101654	13395	1994	2016	domus	2
mm.domus.SE256	6	18e3	5e4	32166.7	11754.4	193e3	35e3	1994	2014	domus	2
mm.domus.SE257	5	32224	15e4	89120	48647.2	445600	111458	1994	2010	domus	2
mm.domus.SE258	8	1173	3354	2264.9	662.4	18119	2718	1994	2015	domus	2
mm.domus.SE259	9	38459	104e3	73000.4	28525.3	657004	45856	1994	2015	domus	2
mm.domus.SE260	12	4293	17012	9351.1	4747.7	112213	4293	1994	2015	domus	3
mm.domus.SE261	3	17800	2e4	18766.7	1124	56300	2e4	1994	1998	domus	1
mm.domus.SE263	4	10346	25611	15219.8	7049.2	60879	11431	1994	1999	domus	1
mm.domus.SE264	5	14337	19700	17179.4	2530.9	85897	18685	1994	2014	domus	2
mm.domus.SE265	5	16361	24e3	20298.2	3799.2	101491	16361	1994	1998	domus	1
mm.domus.SE267	12	8270	16083	10939.7	2055.1	131276	9982	1994	2015	domus	3
mm.domus.SE268	5	5e3	18e3	11132.2	5009.6	55661	18e3	1994	1999	domus	1
mm.domus.SE269	5	1354	3287	2461.4	960.2	12307	3287	1994	1999	domus	1
mm.domus.SE270	8	0	3150	1054.8	1076.4	8438	1217	1994	2016	domus	3
mm.domus.SE271	6	0	60804	31065.2	25227.7	186391	39839	1994	2016	domus	2
mm.domus.SE272	7	18e3	21e3	19949.4	982	139646	20639	1994	2016	domus	2
mm.domus.SE273	11	0	10900	6023.4	3815.3	66257	10150	1994	2015	domus	3
mm.domus.SE274	4	0	27126	10137.2	12973.6	40549	0	1994	2016	domus	2
mm.domus.SE275	5	12e3	29721	24220.8	7074.7	121104	25e3	1994	1999	domus	1
mm.domus.SE276	5	6673	10014	8159.4	1715.2	40797	6673	1994	1999	domus	1
mm.domus.SE277	10	0	79801	42848.8	25970.4	428488	22655	1994	2016	domus	3
mm.domus.SE278	9	18599	30808	25175.2	3877.6	226577	19465	1994	2016	domus	3
mm.domus.SE279	5	23319	123319	50261.2	41877.5	251306	123319	1994	1999	domus	1
mm.domus.SE281	7	16742	20220	18916.9	1221.6	132418	20220	1994	2016	domus	3
mm.domus.SE282	11	6399	17377	15294.7	3096.7	168242	16429	1994	2015	babbidge_ewles_&_smith._2006.	4
mm.domus.SE284	9	0	136473	83749.6	46460.6	753746	127796	1994	2015	domus	3
mm.domus.SE285	11	56390	103e3	83085.5	16841.6	913941	102053	1994	2016	domus	3
mm.domus.SE286	3	36e3	55e3	42566.7	10773.3	127700	55e3	1994	1997	domus	1
mm.domus.SE287	11	0	2565	1720.1	647.8	18921	2565	1994	2016	domus	3
mm.domus.SE288	6	2056	3813	3106.3	736.4	18638	3623	1994	2006	domus	2
mm.domus.SE289	12	0	23456	7051.6	6162.5	84619	9290	1994	2015	domus	3
mm.domus.SE290	9	11396	35554	23172.8	9922.6	208555	14210	1994	2015	domus	3
mm.domus.SE291	6	16231	33978	22613.2	8559	135679	16231	1994	2016	domus	3
mm.domus.SE292	2	0	275	137.5	194.5	275	0	1994	1998	domus	1
mm.domus.SE293	12	0	3e3	2146.2	854.3	25755	2253	1994	2015	domus	3
mm.domus.SE294	4	50	1386	1006.5	642.9	4026	1210	1994	2009	domus	2
mm.domus.SE295	5	0	85287	39063.6	30635	195318	43200	1994	2014	domus	2
mm.domus.SE296	4	0	6300	3606	2639.4	14424	0	1995	2014	domus	2
mm.domus.SE297	10	10964	151803	72630.4	61122	726304	151803	1994	2016	visitbritain	3
mm.domus.SE298	12	0	43582	32999.9	11393.9	395999	43582	1994	2016	domus	3
mm.domus.SE299	6	0	25579	18532.3	9356.4	111194	0	1994	1999	domus	1
mm.domus.SE300	6	17074	39401	22987.7	8443.9	137926	17074	1994	2012	domus	2
mm.domus.SE301	12	961	4272	1548.5	912.2	18582	1863	1994	2015	domus	3
mm.domus.SE302	4	36943	40544	39033.2	1605.8	156133	38646	1994	2010	domus	2
mm.domus.SE303	6	0	114e3	19e3	46540.3	114e3	0	1994	2016	domus	2
mm.domus.SE304	9	35430	78195	50440.9	14417	453968	45007	1994	2015	domus	3
mm.domus.SE305	9	0	100325	61123.3	28350.2	550110	59132	1994	2015	domus	3
mm.domus.SE306	4	250	1e3	632.5	424.5	2530	280	1994	1999	domus	1
mm.domus.SE307	12	25e3	48458	37276.2	7387.5	447314	37848	1994	2015	domus	3
mm.domus.SE308	12	31288	1e5	58518.8	26143.2	702226	91312	1994	2016	domus	3
mm.domus.SE309	12	198617	870051	514492.1	287981.9	6173905	758868	1994	2016	domus	4
mm.domus.SE310	5	14101	35e3	18858.8	9043.7	94294	14101	1994	2014	domus	2
mm.domus.SE311	5	0	30129	20992.2	12994.4	104961	30129	1994	2011	domus	2
mm.domus.SE312	6	105499	291204	151813.3	69397.3	910880	118002	1994	2008	domus	2
mm.domus.SE315	6	0	1e5	66e3	41472.9	396e3	4e4	1994	1999	domus	1
mm.domus.SE316	6	0	11e3	6500	4847.7	39e3	0	1994	1999	domus	1
mm.domus.SE317	6	0	1100	758.3	390.7	4550	790	1994	1999	domus	1
mm.domus.SE318	10	8e3	5e4	29550	21566	295500	5e4	1994	2015	domus	2
mm.domus.SE319	8	13125	21618	17999.2	2874.3	143994	17405	1994	2016	domus	3
mm.domus.SE320	4	2e5	25e4	212500	25e3	85e4	2e5	1994	2013	domus	2
mm.domus.SE321	4	61e3	86980	73745	10988.2	294980	61e3	1994	1997	domus	1
mm.domus.SE322	4	18e3	25e3	21067.5	3160.2	84270	22170	1994	1997	domus	1
mm.domus.SE323	9	1300	1900	1480.8	175.8	13327	1361	1994	2015	visitbritain	2
mm.domus.SE324	5	14411	19788	17191.6	2024.3	85958	18294	1994	2009	domus	2
mm.domus.SE326	7	0	10572	7760	3543.5	54320	7412	1994	2015	domus	2
mm.domus.SE327	6	3502	14144	9162.2	4296.9	54973	8807	1994	1999	domus	1
mm.domus.SE328	3	0	6e3	3333.3	3055.1	1e4	6e3	1994	1997	domus	1
mm.domus.SE329	5	4341	5e3	4668.2	309.8	23341	4500	1994	1999	domus	1
mm.domus.SE330	7	42407	274036	95472.6	79810.8	668308	62782	1994	2015	domus	2
mm.domus.SE331	5	8918	10874	10125.2	742.5	50626	10441	1994	2014	domus	2
mm.domus.SE332	3	6748	36e3	16702.7	16714.8	50108	6748	1994	1999	domus	1
mm.domus.SE333	7	42070	82e3	61257.3	15008.9	428801	57640	1994	2016	domus	3
mm.domus.SE334	7	800	12465	7004.3	4157.5	49030	5446	1994	2016	domus	2
mm.domus.SE335	6	2191	4500	3280.3	741.1	19682	2191	1994	2008	domus	2
mm.domus.SE336	8	0	2356	1372.9	783.3	10983	2288	1994	2015	visitbritain	3
mm.domus.SE337	7	0	32e4	237409	111607.4	1661863	295500	1994	2015	domus	2
mm.domus.SE338	5	150	1500	600	520.8	3e3	500	1994	2009	domus	2
mm.domus.SE339	5	0	86500	53856.4	32098.6	269282	62782	1994	1999	domus	1
mm.domus.SE340	7	3557	29532	7832.7	9576.5	54829	4300	1994	2015	domus	2
mm.domus.SE341	3	0	21651	11526	10893.3	34578	0	1994	2016	domus	2
mm.domus.SE343	7	37283	100664	48185.6	23200.1	337299	38442	1994	2016	domus	2
mm.domus.SE345	7	3645	9590	5749.4	2281.9	40246	7888	1994	2007	domus	2
mm.domus.SE346	10	0	85140	48567.7	35906.7	485677	85140	1994	2016	visitbritain	3
mm.domus.SE347	5	0	25e3	16982.4	9740.1	84912	25e3	1994	1999	domus	1
mm.domus.SE348	4	14428	24e3	19716	4367.9	78864	22500	1994	2012	domus	2
mm.domus.SE349	8	5300	7e3	6126.6	725.7	49013	6442	1994	2016	visitbritain	3
mm.domus.SE350	7	46e3	1e5	68428.6	16681.9	479e3	1e5	1994	2014	domus	2
mm.domus.SE351	4	169e3	289e3	222750	49518.5	891e3	216500	1994	2012	domus	2
mm.domus.SE352	7	0	400	271.4	125.4	1900	400	1994	2012	domus	2
mm.domus.SE353	2	4500	12775	8637.5	5851.3	17275	12775	1994	2016	domus	2
mm.domus.SE354	1	9e3	9e3	9e3	NA	9e3	9e3	1994	1994	domus	1
mm.domus.SE356	6	89120	202873	116294	42938	697764	106430	1994	2014	domus	2
mm.domus.SE357	5	4930	7250	6169.4	1086.5	30847	6170	1994	2016	domus	2
mm.domus.SE358	7	32e3	49905	40119.7	5771.4	280838	42e3	1994	2006	domus	2
mm.domus.SE359	6	12600	15300	13669	1136.2	82014	14891	1994	1999	domus	1
mm.domus.SE360	11	10795	22528	16060.7	3045.3	176668	18876	1994	2015	domus	3
mm.domus.SE361	5	10	1050	780.8	434.4	3904	10	1994	1999	domus	1
mm.domus.SE362	4	0	7e3	4375.5	3038.1	17502	5002	1994	2011	domus	2
mm.domus.SE363	5	0	5e3	4e3	2236.1	2e4	5e3	1994	1999	domus	1
mm.domus.SE364	6	63144	81248	75217.5	6763.7	451305	63144	1994	2008	domus	2
mm.domus.SE365	6	17051	25513	22385.2	3383.5	134311	20752	1994	2008	domus	2
mm.domus.SE366	10	3884	5554	4938.3	604.9	49383	5554	1994	2016	domus	3
mm.domus.SE367	3	1903	1962	1922.7	34.1	5768	1962	1994	1999	domus	1
mm.domus.SE368	5	23e3	25e3	24200	836.7	121e3	24e3	1994	2007	domus	2
mm.domus.SE369	11	400	1300	728.6	253.3	8015	846	1994	2016	domus	3
mm.domus.SE370	6	83	42079	8157.3	16656.5	48944	3432	1994	2016	domus	2
mm.domus.SE371	3	0	1e3	583.3	520.4	1750	0	1994	1998	domus	1
mm.domus.SE372	6	3479	4e3	3804.8	194.8	22829	3800	1994	1999	domus	1
mm.domus.SE373	5	0	38140	22067.2	20167.1	110336	0	1994	1998	domus	1
mm.domus.SE374	7	38122	58e3	42645.1	7054.8	298516	41415	1994	2012	domus	2
mm.domus.SE375	10	276173	424455	346081.3	52532.3	3460813	417781	1994	2015	visitbritain	3
mm.domus.SE376	5	0	800	492.2	335.8	2461	300	1994	1999	domus	1
mm.domus.SE377	8	15328	84365	60172.6	21349.1	481381	50102	1994	2015	visitbritain	3
mm.domus.SE378	8	15697	68184	41316.4	24593.6	330531	62408	1994	2015	domus	3
mm.domus.SE379	11	15e3	126e3	70251.5	47936.4	772767	126e3	1994	2015	domus	3
mm.domus.SE380	8	3462	15974	8547.8	4935.9	68382	15974	1994	2015	domus	2
mm.domus.SE381	5	15e3	7e4	29e3	23021.7	145e3	15e3	1994	2012	domus	2
mm.domus.SE382	6	4e3	15937	8970.3	5541.1	53822	4e3	1994	2016	domus	3
mm.domus.SE383	8	105e3	281228	201960.1	58681.3	1615681	238099	1994	2015	visitbritain	2
mm.domus.SE384	4	0	650	337.5	335.1	1350	0	1994	1998	domus	1
mm.domus.SE386	7	0	21e3	5322	7142.8	37254	6e3	1994	2014	domus	2
mm.domus.SE387	6	0	3e4	20000.7	10954.5	120004	3e4	1994	1999	domus	1
mm.domus.SE388	9	202e3	880124	623836.2	303998.4	5614526	848359	1994	2015	visitbritain	3
mm.domus.SE389	5	2895	5763	4185.6	1305.8	20928	2895	1994	2013	domus	2
mm.domus.SE390	4	24025	3e4	27535.5	2971.2	110142	3e4	1994	1999	domus	1
mm.domus.SE391	6	14300	19e3	17250	1628.2	103500	14300	1994	1999	domus	1
mm.domus.SE392	11	7e4	644747	342963.6	254158.3	3772600	640092	1994	2015	domus	3
mm.domus.SE393	10	81165	423603	269331.8	144351.9	2693318	417775	1994	2016	visitbritain	3
mm.domus.SE394	12	0	189044	94977.8	82986.5	1139733	152819	1994	2015	domus	3
mm.domus.SE395	4	0	3288	1885.8	1396.9	7543	2455	1994	1999	domus	1
mm.domus.SE396	5	13450	32196	22666.8	7277.2	113334	32196	1994	2016	domus	2
mm.domus.SE397	6	13789	23967	17647.7	3579.1	105886	13789	1994	2010	domus	2
mm.domus.SE398	12	1e3	2200	1477.9	321.3	17735	1777	1994	2015	domus	3
mm.domus.SE399	6	600	1159	980.2	200.8	5881	1136	1994	1999	domus	1
mm.domus.SE400	4	10699	17251	12876.2	2991.9	51505	12307	1994	1999	domus	1
mm.domus.SE402	6	601	1148	851.2	206.9	5107	735	1994	2012	domus	2
mm.domus.SE403	6	0	1800	1118.7	873.8	6712	0	1994	2010	domus	2
mm.domus.SE404	5	0	4e4	24851.6	14886.2	124258	4e4	1994	2014	domus	2
mm.domus.SE405	3	145e3	152e3	149e3	3605.6	447e3	145e3	1994	1999	domus	1
