project_id	V_N	V_MIN	V_MAX	V_MEAN	V_SD	V_SUM	V_LAST_VAL	V_FIRST_YEAR	V_LAST_YEAR	V_SOURCE_MAIN	V_SOURCE_N
mm.domus.SW145	10	5800	8e3	7122.4	763.2	71224	7800	1994	2015	domus	2
mm.domus.SW146	11	17558	37400	27591.3	6985.1	303504	32142	1994	2015	domus	3
mm.domus.SW147	1	0	0	0	NA	NA	0	1994	1994	domus	1
mm.domus.SW148	11	1039	4012	2528.5	1008.4	27814	1614	1994	2015	domus	2
mm.domus.SW150	5	11500	15e3	12884.4	1285.4	64422	12800	1994	2007	domus	2
mm.domus.SW151	3	0	12e3	4e3	6928.2	12e3	12e3	1994	1999	domus	1
mm.domus.SW152	3	1400	1400	1400	0	4200	1400	1994	1999	domus	1
mm.domus.SW153	4	0	800	475	394.8	1900	0	1994	1997	domus	1
mm.domus.SW154	6	0	1800	353.3	713	2120	155	1994	1999	domus	1
mm.domus.SW155	6	30198	32500	31866.3	853.2	191198	32500	1994	2016	domus	2
mm.domus.SW156	7	0	1e4	5029	3104.5	35203	4347	1994	2009	domus	2
mm.domus.SW157	5	1160	1800	1562	254.4	7810	1160	1994	1998	domus	1
mm.domus.SW158	6	11219	15446	13725.8	1427.2	82355	13928	1994	1999	domus	1
mm.domus.SW159	6	0	3281	2540.5	1268.4	15243	3085	1994	1999	domus	1
mm.domus.SW160	9	14700	27e3	21077.8	5415.7	189700	26e3	1994	2015	visitbritain	2
mm.domus.SW161	7	2806	7e3	4222.4	1568.2	29557	2806	1994	2013	domus	2
mm.domus.SW162	7	0	11e3	7314	4130.3	51198	5765	1994	2015	domus	2
mm.domus.SW163	7	2297	4247	3483.9	735.4	24387	2297	1994	2016	domus	2
mm.domus.SW164	4	0	4e3	2750	1877.1	11e3	3100	1994	1999	domus	1
mm.domus.SW165	5	1665	5159	2838.8	1341.9	14194	5159	1994	2015	domus	2
mm.domus.SW166	4	9364	25e3	13278	7814.7	53112	9364	1994	1999	domus	1
mm.domus.SW167	8	929	3347	2315.9	756.8	18527	1892	1994	2015	visitbritain	2
mm.domus.SW168	2	0	4884	2442	3453.5	4884	0	1994	1998	domus	1
mm.domus.SW169	7	3100	54e3	10681.9	19106	74773	3281	1994	2009	domus	2
mm.domus.SW170	12	22600	259679	184999.5	55997.7	2219994	211920	1994	2015	domus	3
mm.domus.SW171	7	5800	7e3	6141.9	433.2	42993	5973	1994	2016	domus	2
mm.domus.SW172	4	18e3	18e3	18e3	0	72e3	18e3	1994	1999	domus	1
mm.domus.SW173	5	750	2100	1110	561.7	5550	900	1994	2011	domus	2
mm.domus.SW174	2	0	0	0	0	NA	0	1994	1995	domus	1
mm.domus.SW175	7	0	7594	5122.7	2596.3	35859	7594	1994	2016	domus	2
mm.domus.SW176	4	0	4e4	12250	18980.3	49e3	0	1994	1999	domus	1
mm.domus.SW177	9	664	10300	5933.8	2939.2	53404	5160	1994	2016	visitbritain	3
mm.domus.SW178	6	0	11e4	56266.7	39724.4	337600	75e3	1994	1999	domus	1
mm.domus.SW179	13	1e4	235005	133617.3	80263.7	1737025	1e4	1994	2015	visitbritain	2
mm.domus.SW181	10	2150	4500	3099.2	743.6	30992	2663	1994	2015	domus	2
mm.domus.SW182	11	6e4	84407	71772.3	6301.2	789495	73132	1994	2015	domus	3
mm.domus.SW183	1	0	0	0	NA	NA	0	1995	1995	domus	1
mm.domus.SW184	3	0	5357	3373.3	2936.5	10120	5357	1995	2015	visitbritain	2
mm.domus.SW185	4	912	1200	1065.5	133	4262	912	1995	1999	domus	1
mm.domus.SW186	11	8040	12440	9690.5	1231.5	106596	9845	1995	2015	domus	3
mm.domus.SW187	7	0	8890	6514.4	3385.5	45601	8142	1994	2009	domus	2
mm.domus.SW188	10	350	1864	1216.5	531	12165	1224	1995	2015	visitbritain	3
mm.domus.SW189	6	0	74e3	48403.3	27058.8	290420	50420	1995	2016	domus	2
mm.domus.SW190	5	2247	2781	2645	225.4	13225	2247	1995	2008	domus	2
mm.domus.SW191	5	0	12e3	6800	6261	34e3	12e3	1995	1999	domus	1
mm.domus.SW192	5	17752	4e4	25850.4	9167.4	129252	21500	1995	1999	domus	1
mm.domus.SW193	6	0	90652	46096.5	28819.1	276579	0	1995	2013	domus	2
mm.domus.SW195	5	19379	3e4	22224.6	4418	111123	19379	1995	2016	domus	2
mm.domus.SW196	6	0	2160	1061.3	885.2	6368	1908	1996	2016	domus	3
mm.domus.SW197	2	0	2500	1250	1767.8	2500	2500	1997	1998	domus	1
mm.domus.SW198	7	18623	40854	26778.7	7430.2	187451	26932	1997	2015	visitbritain	2
mm.domus.SW199	8	72427	168179	127892.2	34320.9	1023138	168179	1997	2016	visitbritain	3
mm.domus.SW200	2	24e3	3e4	27e3	4242.6	54e3	3e4	1997	1998	domus	1
mm.domus.SW201	8	166629	279262	216130.9	34649.3	1729047	279262	1997	2016	visitbritain	3
mm.domus.SW202	7	43188	46717	44862.3	1425.3	314036	46350	1997	2015	visitbritain	2
mm.domus.SW203	3	201280	344244	249369.7	82166.2	748109	344244	1997	2016	domus	2
mm.domus.SW204	3	50673	71598	58880.3	11167.9	176641	71598	1997	2016	domus	2
mm.domus.SW205	5	0	9500	3800	5203.4	19e3	0	1994	1998	domus	1
mm.domus.SW206	1	6e3	6e3	6e3	NA	6e3	6e3	1999	1999	domus	1
mm.domus.SW207	2	5e3	25e3	15e3	14142.1	3e4	5e3	1999	2009	domus	2
mm.domus.SW208	1	11857	11857	11857	NA	11857	11857	1999	1999	domus	1
mm.domus.SW209	6	2700	13542	9335.3	4710.8	56012	13542	1999	2015	visitbritain	2
mm.domus.SW210	7	9e4	200606	148037.6	33102.7	1036263	200606	1999	2016	visitbritain	3
mm.domus.SW211	7	82150	245486	174218.6	52309.6	1219530	245486	1999	2016	visitbritain	3
mm.domus.SW212	6	5359	21613	17539.8	6176.8	105239	21613	1999	2015	visitbritain	2
mm.domus.SW213	1	15620	15620	15620	NA	15620	15620	1999	1999	domus	1
mm.domus.SW214	7	0	315384	224424.1	103911.3	1570969	315384	1999	2016	visitbritain	3
mm.domus.SW215	3	49178	176115	116764.3	63868	350293	176115	1999	2016	domus	3
mm.domus.SW216	1	1500	1500	1500	NA	1500	1500	1999	1999	domus	1
mm.domus.SW217	7	9109	66945	49256.3	18802.2	344794	66945	1999	2016	visitbritain	3
mm.domus.SW218	1	31580	31580	31580	NA	31580	31580	1999	1999	domus	1
mm.domus.SW219	7	83e3	166564	127878.6	27542	895150	166564	1999	2016	visitbritain	3
mm.domus.SW220	1	1500	1500	1500	NA	1500	1500	1999	1999	domus	1
mm.domus.SW221	2	0	395341	197670.5	279548.3	395341	395341	1999	2016	domus	2
mm.domus.SW222	1	22344	22344	22344	NA	22344	22344	1999	1999	domus	1
mm.domus.SW223	1	3800	3800	3800	NA	3800	3800	1999	1999	domus	1
mm.domus.SW224	8	78200	103805	90657	8737.9	725256	103805	1999	2016	visitbritain	4
mm.domus.SW225	2	13999	20581	17290	4654.2	34580	20581	1999	2013	domus	2
mm.domus.SW227	6	34081	43253	38641.2	3793.1	231847	43253	2008	2015	visitbritain	2
mm.domus.SW230	3	45471	53e3	50106.7	4055.6	150320	53e3	2011	2015	visitbritain	1
mm.domus.SW231	6	82997	96509	90106.5	5393.3	540639	96509	2011	2016	visitbritain	2
mm.domus.SW234	7	73269	99248	80932.6	9207.4	566528	99248	2011	2016	visitbritain	3
mm.domus.SW235	6	86188	125e3	100352.5	15347.2	602115	91052	2011	2016	visitbritain	2
mm.domus.SW236	1	117741	117741	117741	NA	117741	117741	2016	2016	national_trust_annual_report_	1
mm.domus.SW237	6	166e3	245329	198542.8	31455.7	1191257	245329	2011	2016	visitbritain	2
mm.domus.SW238	1	159927	159927	159927	NA	159927	159927	2016	2016	national_trust_annual_report_	1
mm.domus.SW240	5	39786	47364	43908.2	2872.5	219541	47364	2011	2015	visitbritain	1
mm.domus.SW241	6	61418	175894	94026.7	45461.1	564160	175894	2011	2016	visitbritain	2
mm.domus.SW242	1	79011	79011	79011	NA	79011	79011	2016	2016	national_trust_annual_report_	1
mm.domus.SW246	2	3679	4800	4239.5	792.7	8479	3679	2014	2016	ma(fam)	2
mm.domus.WA002	7	0	51288	29917	17159.2	209419	51288	1994	2015	domus	3
mm.domus.WA003	5	0	25174	13204.4	9076.5	66022	11754	1994	2010	domus	2
mm.domus.WA004	5	0	25350	16132	9599	80660	17097	1994	2013	domus	2
mm.domus.WA005	7	32739	38872	35783.9	2263.9	250487	37900	1994	2009	domus	2
mm.domus.WA006	7	0	14049	8207	6266	57449	0	1994	2013	domus	2
mm.domus.WA007	7	12344	28e3	22563.4	5810.9	157944	19300	1994	2014	domus	2
mm.domus.WA009	6	0	9e3	5666.7	4457.2	34e3	9e3	1994	2015	domus	2
mm.domus.WA011	6	0	100	46.7	45.5	280	0	1994	1999	domus	1
mm.domus.WA012	10	35064	91500	54698.9	16392.3	546989	35064	1994	2012	domus	3
mm.domus.WA013	6	10637	35e3	23256.5	10958.5	139539	11803	1994	2008	domus	2
mm.domus.WA014	6	0	28915	16319.2	9264.8	97915	0	1994	2009	domus	2
mm.domus.WA015	5	0	15e3	12e3	6708.2	6e4	0	1994	1999	domus	1
mm.domus.WA016	6	85188	144813	104301	22358.8	625806	85188	1994	2016	domus	2
mm.domus.WA017	6	1266	2531	2040	439.6	12240	1943	1994	1999	domus	1
mm.domus.WA018	6	2e4	31500	25250	4216	151500	21e3	1994	1999	domus	1
mm.domus.WA019	6	5700	7425	6511	555.7	39066	7425	1994	1999	domus	1
mm.domus.WA020	6	5053	17500	12550.3	5811.6	75302	5053	1994	1999	domus	1
mm.domus.WA021	5	0	14403	4272.8	5925	21364	3607	1994	1999	domus	1
mm.domus.WA022	6	0	14025	9600	4989.9	57600	0	1994	2008	domus	2
mm.domus.WA024	6	7764	22e3	13866.2	4621.9	83197	12481	1994	2008	domus	2
mm.domus.WA025	6	300	874	627	202.8	3762	300	1994	2003	domus	2
mm.domus.WA026	7	0	375e3	184922.7	108757.8	1294459	0	1994	2015	domus	2
mm.domus.WA027	6	4085	7919	6217.7	1318	37306	5527	1994	2009	domus	2
mm.domus.WA028	5	7e3	14e3	10240	2566.7	51200	7e3	1994	2003	domus	2
mm.domus.WA029	6	700	1700	983.3	358.7	5900	900	1994	2006	domus	2
mm.domus.WA030	4	0	18e3	12913.5	8626.7	51654	0	1994	1997	domus	1
mm.domus.WA031	7	0	72686	35648.9	21139.9	249542	36119	1994	2013	domus	2
mm.domus.WA033	7	34541	150192	58526.4	40750.3	409685	34541	1994	2016	domus	2
mm.domus.WA034	7	33e3	60064	44292.7	11389	310049	52124	1994	2006	domus	2
mm.domus.WA035	7	0	261801	107927.3	89422.2	755491	0	1994	2016	domus	2
mm.domus.WA037	4	3800	4e3	3947.8	98.6	15791	3991	1994	2010	domus	2
mm.domus.WA038	6	0	178	29.7	72.7	178	178	1994	1999	domus	1
mm.domus.WA039	7	0	3500	1622.3	1467	11356	2026	1994	2013	domus	2
mm.domus.WA040	6	0	7500	4091.8	3753.1	24551	1155	1994	1999	domus	1
mm.domus.WA041	7	0	3e3	2185.7	1393.4	15300	0	1994	2012	domus	2
mm.domus.WA042	6	0	45500	10336.7	17537.6	62020	8808	1994	2013	domus	2
mm.domus.WA044	5	0	2973	1591.2	1154.1	7956	0	1994	1998	domus	1
mm.domus.WA045	5	2044	3150	2762.8	428.2	13814	2044	1994	1998	domus	1
mm.domus.WA046	5	0	3e3	2100	1245	10500	0	1994	1999	domus	1
mm.domus.WA047	6	0	56890	13315	21745.1	79890	0	1994	2016	domus	2
mm.domus.WA048	4	1134	1640	1329.8	235.5	5319	1134	1994	1998	domus	1
mm.domus.WA049	6	5570	11500	8095	1981.5	48570	5570	1994	1999	domus	1
mm.domus.WA050	7	0	2e4	7428.6	6160.6	52e3	0	1994	2015	domus	2
mm.domus.WA051	4	1e4	13033	11094.5	1439.5	44378	13033	1994	1997	domus	1
mm.domus.WA052	6	0	95185	27733.8	35232.7	166403	95185	1994	2016	domus	3
mm.domus.WA053	4	87836	103969	96714.2	7683	386857	92819	1994	1998	domus	1
mm.domus.WA054	7	1773	3009	2356.4	488.6	16495	1773	1994	2016	domus	2
mm.domus.WA055	7	0	98729	36882.9	38414.6	258180	0	1994	2014	domus	2
mm.domus.WA056	5	14e3	11e4	33648.2	42686.4	168241	14751	1994	2014	domus	2
mm.domus.WA057	4	0	34e3	22131.8	15600.5	88527	0	1994	2014	domus	2
mm.domus.WA059	6	28802	57333	43699.8	10205.2	262199	39531	1994	1999	domus	1
mm.domus.WA060	7	14782	21431	18410.6	2265.1	128874	18638	1994	2014	domus	2
mm.domus.WA061	6	720	1500	1041.7	261.1	6250	720	1994	2011	domus	2
mm.domus.WA062	7	0	76e3	49811.3	26369.9	348679	0	1994	2005	domus	2
mm.domus.WA063	6	0	91e3	21833.3	37472.2	131e3	0	1994	2012	domus	2
mm.domus.WA064	7	0	30259	19877.1	10171.5	139140	0	1994	2015	domus	2
mm.domus.WA065	5	0	4e5	82e3	177820.1	41e4	1e4	1994	1999	domus	1
mm.domus.WA066	4	0	4e5	2e5	230940.1	8e5	4e5	1994	1997	domus	1
mm.domus.WA067	5	44161	5e4	48832.2	2611.3	244161	5e4	1994	1998	domus	1
mm.domus.WA069	6	1169	3e3	2361.5	762.4	14169	1169	1994	1999	domus	1
mm.domus.WA070	6	19743	25e3	22290.5	2217.6	133743	22e3	1994	1999	domus	1
mm.domus.WA071	4	2151	7456	3952.5	2379.7	15810	3e3	1994	1997	domus	1
mm.domus.WA072	7	1e3	3917	2085.6	1038.9	14599	2487	1994	2008	domus	2
mm.domus.WA073	7	0	692	250	317.3	1750	0	1994	2016	domus	2
mm.domus.WA074	4	0	25e3	12500	14433.8	5e4	0	1994	1997	domus	1
mm.domus.WA075	3	25e3	24e4	96666.7	124130.3	29e4	25e3	1994	1996	domus	1
mm.domus.WA076	3	0	5e3	2925	2606.1	8775	0	1994	2016	domus	2
mm.domus.WA077	5	79079	111677	88151.2	13435.7	440756	111677	1995	2016	domus	2
mm.domus.WA078	8	0	166620	85929.9	61105.2	687439	166620	1994	2016	domus	3
mm.domus.WA079	3	5668	9114	6989.7	1857.9	20969	6187	1995	1997	domus	1
mm.domus.WA081	6	536	4185	1386.3	1381.7	8318	800	1995	2004	domus	2
mm.domus.WA082	4	0	226157	154232.8	103865.5	616931	0	1996	2010	domus	2
mm.domus.WA083	5	0	1790	1110	665.2	5550	0	1996	2016	domus	2
mm.domus.WA084	5	1e4	19600	14346.4	3718.4	71732	16132	1996	2014	domus	2
mm.domus.WA085	4	0	491880	235941.2	201669.9	943765	208063	1996	2016	domus	2
mm.domus.WA086	3	0	156560	75881.3	78390.2	227644	156560	1996	2016	domus	2
mm.domus.WA087	4	0	531371	226533.2	269278.3	906133	0	1996	2016	domus	2
mm.domus.WA088	3	0	8482	2827.3	4897.1	8482	0	1996	1999	domus	1
mm.domus.WA089	2	0	74991	37495.5	53026.6	74991	0	1996	1997	domus	1
mm.domus.WA090	4	0	31708	13271	15893.9	53084	0	1996	2016	domus	2
mm.domus.WA091	4	0	142150	45343	67134.3	181372	0	1996	2016	domus	2
mm.domus.WA092	2	65e3	151612	108306	61243.9	216612	151612	1999	2016	domus	2
mm.domus.WA093	3	11759	147928	73229	69041.7	219687	147928	1999	2016	domus	3
mm.domus.WA094	1	18270	18270	18270	NA	18270	18270	1999	1999	domus	1
mm.domus.WA095	1	11614	11614	11614	NA	11614	11614	1999	1999	domus	1
mm.domus.WA096	1	12970	12970	12970	NA	12970	12970	1999	1999	domus	1
mm.domus.WA097	1	0	0	0	NA	NA	0	1999	1999	domus	1
mm.domus.WA098	1	0	0	0	NA	NA	0	1999	1999	domus	1
mm.domus.WA099	2	553	704	628.5	106.8	1257	553	1999	2007	domus	2
mm.domus.WA100	1	21479	21479	21479	NA	21479	21479	2008	2008	ma(fam)	1
mm.domus.WM001	5	39776	59898	48932.8	9417.5	244664	39776	1994	2016	domus	2
mm.domus.WM002	5	0	3500	1368.4	1296.9	6842	1e3	1994	2012	domus	2
mm.domus.WM003	6	0	14752	11410	5655.9	68460	14e3	1994	1999	domus	1
mm.domus.WM004	5	0	14e3	8184.6	7484.4	40923	14e3	1994	1999	domus	1
mm.domus.WM005	7	17500	118559	39746.9	38581.6	278228	63847	1994	2016	domus	2
mm.domus.WM006	6	0	23947	11324.5	12441.8	67947	0	1994	1999	domus	1
mm.domus.WM007	6	0	32365	17696.2	10323.8	106177	17574	1994	1999	domus	1
mm.domus.WM008	5	7050	15125	9551.6	3252.1	47758	7583	1994	2006	domus	2
mm.domus.WM009	12	0	1216	789.6	323.4	9475	822	1994	2016	domus	3
mm.domus.WM010	4	53005	73348	64497.8	9444.3	257991	60638	2011	2015	visitbritain	2
mm.domus.WM011	6	19350	47141	36345.8	10075	218075	34843	1994	2016	domus	2
mm.domus.WM012	6	7089	26681	11692.2	7434.2	70153	26681	1994	1999	domus	1
mm.domus.WM013	5	129484	209075	162143.6	32617	810718	209075	1994	2010	domus	2
mm.domus.WM014	6	8e3	15e3	13233.3	2669.6	79400	8e3	1994	2015	domus	2
mm.domus.WM015	5	0	82346	21069.2	34735.8	105346	0	1994	2009	domus	2
mm.domus.WM016	4	0	86782	60792.8	40743.5	243171	0	1994	1997	domus	1
mm.domus.WM017	5	26321	27489	26938.6	452.1	134693	27095	1994	2007	domus	2
mm.domus.WM018	4	0	15260	11242.2	7504.4	44969	0	1994	1997	domus	1
mm.domus.WM019	4	0	0	0	0	NA	0	1994	1997	domus	1
mm.domus.WM020	4	0	2e4	15e3	1e4	6e4	0	1994	1997	domus	1
mm.domus.WM021	2	19847	24743	22295	3462	44590	19847	1994	1997	domus	1
mm.domus.WM022	3	800	968	856.7	96.4	2570	968	1994	2008	domus	2
mm.domus.WM023	2	9372	9603	9487.5	163.3	18975	9372	1994	1997	domus	1
mm.domus.WM024	7	42300	52890	47210.7	3790.6	330475	44005	1994	2015	domus	2
mm.domus.WM025	15	0	20242	7825.2	5621.6	117378	3101	1994	2015	visitbritain	3
mm.domus.WM027	6	22655	34135	29216.3	3853.7	175298	22655	1994	1999	domus	1
mm.domus.WM028	1	5e4	5e4	5e4	NA	5e4	5e4	1994	1994	domus	1
mm.domus.WM029	8	59205	606696	444401.1	180469	3555209	382695	1994	2015	domus	2
mm.domus.WM030	7	81891	97524	89764.9	5887.5	628354	92363	1994	2015	domus	2
mm.domus.WM031	9	73936	114773	92232.4	16234	830092	77144	1994	2015	domus	2
mm.domus.WM032	5	78141	95277	86323.2	7253.6	431616	79578	1994	1998	domus	1
mm.domus.WM033	8	136900	338726	245559	89700.9	1964472	136900	1994	2015	domus	2
mm.domus.WM034	4	35e3	39846	37771.2	2097.6	151085	37422	1994	2006	domus	2
mm.domus.WM035	4	5869	30025	12840.2	11490.6	51361	5869	1994	2015	domus	2
mm.domus.WM036	4	7865	28e3	13980.2	9402.9	55921	10191	1994	2006	domus	2
mm.domus.WM037	5	0	23587	16602.4	9845.2	83012	0	1994	1998	domus	1
mm.domus.WM038	12	103711	354650	216583.2	113219.8	2598998	354650	1994	2015	domus	3
mm.domus.WM039	7	0	153661	29526.3	54896.5	206684	8049	1994	2016	domus	2
mm.domus.WM040	7	12e3	15485	14012.3	1405.1	98086	13441	1994	2006	domus	2
mm.domus.WM041	6	12e3	3e4	17166.7	8158.8	103e3	3e4	1994	1999	domus	1
mm.domus.WM042	17	214146	308457	252163.2	28388.7	4286775	240494	1994	2016	domus	4
mm.domus.WM043	5	36e3	78e3	59201.2	17145.3	296006	62523	1994	2007	domus	2
mm.domus.WM044	5	8045	22038	14372.4	5639.1	71862	15093	1994	1999	domus	1
mm.domus.WM045	4	1e4	2e4	15500	4203.2	62e3	2e4	1994	1998	domus	1
mm.domus.WM046	2	0	1e4	5e3	7071.1	1e4	0	1994	1995	domus	1
mm.domus.WM047	3	32178	55e3	45392.7	11830.9	136178	55e3	1994	1997	domus	1
mm.domus.WM048	6	0	15e3	7475.3	4773.6	44852	0	1994	1999	domus	1
mm.domus.WM049	6	23927	29042	26454.2	2194.2	158725	26493	1994	1999	domus	1
mm.domus.WM050	5	0	5e3	3500	2236.1	17500	0	1994	1999	domus	1
mm.domus.WM051	5	0	250	196	109.9	980	0	1994	1999	domus	1
mm.domus.WM052	2	21500	22300	21900	565.7	43800	22300	1994	1995	domus	1
mm.domus.WM053	3	13454	15e3	13987.3	877.4	41962	15e3	1994	1998	domus	1
mm.domus.WM054	6	0	34e3	26464	13236.2	158784	0	1994	1999	domus	1
mm.domus.WM055	5	11764	28490	18215.4	6856	91077	17605	1994	2016	domus	3
mm.domus.WM056	7	16e3	44252	28278.9	9100.1	197952	33e3	1994	2010	domus	2
mm.domus.WM057	6	6735	1e4	8132.7	1261.2	48796	9e3	1994	2009	domus	2
mm.domus.WM058	7	0	304713	91776	102128.7	642432	84670	1994	2011	domus	2
mm.domus.WM059	7	0	20217	13281.1	6716.8	92968	20217	1994	2011	domus	2
mm.domus.WM060	11	138368	219155	176736.3	32171.2	1944099	139519	1994	2015	domus	2
mm.domus.WM061	9	0	15249	8838.8	5443.8	79549	11607	1994	2015	domus	2
mm.domus.WM062	5	11529	18320	14801.4	2587.5	74007	15053	1994	1998	domus	1
mm.domus.WM063	12	576293	913116	674714.7	121135.7	8096576	909935	1994	2016	domus	4
mm.domus.WM064	5	4502	307578	211260.8	133060.6	1056304	4502	1994	1999	domus	1
mm.domus.WM065	6	33534	59327	41404.7	9661.6	248428	33534	1994	2016	domus	2
mm.domus.WM066	12	13127	32460	19049	4952.8	228588	18557	1994	2016	domus	4
mm.domus.WM067	4	0	6842	3465.2	2823.2	13861	0	1994	2011	domus	2
mm.domus.WM068	11	12184	22734	16529.1	3543	181820	22734	1994	2016	visitbritain	4
mm.domus.WM070	3	0	4e3	2666.7	2309.4	8e3	0	1994	1997	domus	1
mm.domus.WM071	6	0	5923	3582.7	2058.2	21496	0	1994	2008	domus	2
mm.domus.WM072	4	3500	5500	4313.8	846.2	17255	4059	1994	1999	domus	1
mm.domus.WM073	7	1e4	25116	20373.7	5631.4	142616	21580	1994	2010	domus	2
mm.domus.WM074	6	12622	20500	16173.3	3009.9	97040	13365	1994	1999	domus	1
mm.domus.WM075	5	0	208175	157315	88542.8	786575	0	1994	1999	domus	1
mm.domus.WM076	5	0	0	0	0	NA	0	1994	1998	domus	1
mm.domus.WM077	6	0	38464	16085	14557.6	96510	11481	1994	1999	domus	1
mm.domus.WM078	7	11e3	18172	15628	2370.3	109396	18172	1994	2016	visitbritain	3
mm.domus.WM079	9	3372	6e3	4926.2	808.7	44336	4553	1994	2015	visitbritain	2
mm.domus.WM080	4	34633	70820	47613.2	17047.3	190453	34633	1994	2016	domus	2
mm.domus.WM081	7	0	18485	4926.4	6127.9	34485	0	1994	2010	domus	2
mm.domus.WM082	7	3e4	59602	42495.1	9993.9	297466	51848	1994	2013	domus	2
mm.domus.WM085	6	0	4e3	3058.3	1514.1	18350	0	1994	1999	domus	1
mm.domus.WM086	9	5e4	87e3	65280.9	10815.6	587528	59608	1994	2016	domus	3
mm.domus.WM087	5	0	3e4	18e3	16431.7	9e4	0	1994	1998	domus	1
mm.domus.WM088	15	63589	452174	225068.7	160415.9	3376031	275001	1994	2015	babbidge_ewles_&_smith._2006.	4
mm.domus.WM089	6	0	17504	6250.7	5864.6	37504	0	1994	2016	domus	2
mm.domus.WM090	5	5e3	16351	10616.4	5151.6	53082	16351	1994	2015	domus	2
mm.domus.WM092	6	0	18e3	5997.3	7903.6	35984	0	1994	1999	domus	1
mm.domus.WM093	6	1100	2216	1492.7	453.5	8956	2216	1994	1999	domus	1
mm.domus.WM094	12	18409	45010	26419.5	7290.9	317034	25416	1994	2016	domus	4
mm.domus.WM095	7	2157	4729	3059.3	907.4	21415	2854	1994	2008	domus	2
mm.domus.WM097	12	0	5e3	2828.4	1204	33941	3344	1994	2016	domus	3
mm.domus.WM098	6	10501	27136	22033.5	7114.5	132201	10501	1994	1999	domus	1
mm.domus.WM099	10	11718	16909	13927.8	1563.1	139278	15384	1994	2015	visitbritain	3
mm.domus.WM100	1	76862	76862	76862	NA	76862	76862	2016	2016	ma(fam)	1
mm.domus.WM103	1	19027	19027	19027	NA	19027	19027	2010	2010	ma(fam)_year_stated	1
mm.domus.WM104	1	2e4	2e4	2e4	NA	2e4	2e4	2016	2016	ma(fam)	1
mm.domus.WM106	1	881	881	881	NA	881	881	2016	2016	ma(fam)	1
mm.domus.WM107	6	4e3	7e3	5260	1321.5	31560	4e3	2011	2016	visitbritain	2
mm.domus.WM110	7	10732	35675	19220.7	10174.8	134545	3e4	1994	2012	domus	2
mm.domus.WM111	6	4051	9904	7080.3	2477	42482	9904	1994	2009	domus	2
mm.domus.WM112	6	6925	14298	9328.3	2690.7	55970	7374	1994	2009	domus	2
mm.domus.WM113	6	75	1152	699.3	383.6	4196	691	1994	2009	domus	2
mm.domus.WM115	6	5e3	42920	21868.2	12120.4	131209	5e3	1994	2008	domus	2
mm.domus.WM116	6	0	29504	19057.2	14779.6	114343	27901	1994	1999	domus	1
mm.domus.WM117	7	0	10822	6668.4	4670	46679	8067	1994	2016	domus	2
mm.domus.WM118	11	0	18785	10636.8	6719.3	117005	8519	1994	2015	domus	2
mm.domus.WM119	3	1900	2024	1977	67.2	5931	1900	1995	1997	domus	1
mm.domus.WM120	6	0	15e4	49868.3	77256.1	299210	0	1995	2016	domus	2
mm.domus.WM121	2	0	4e3	2e3	2828.4	4e3	0	1995	1998	domus	1
mm.domus.WM122	2	7e3	1e4	8500	2121.3	17e3	1e4	1996	1998	domus	1
mm.domus.WM123	5	0	63950	24790	33973.8	123950	0	1996	2016	domus	3
mm.domus.WM124	3	46593	76948	66290.3	17077.6	198871	75330	1997	2009	domus	2
mm.domus.WM125	3	0	73892	45413.7	39750.6	136241	62349	1997	1999	domus	1
mm.domus.WM126	3	214659	226861	221395.3	6199.4	664186	226861	1997	2009	domus	2
mm.domus.WM127	4	33511	41708	38692.2	3664.5	154769	41708	1997	2009	domus	2
mm.domus.WM129	4	19284	31462	26951.2	5730.9	107805	25845	1997	2009	domus	2
mm.domus.WM130	4	1113	10490	5038	4130.6	20152	10490	1997	2009	domus	2
mm.domus.WM131	4	0	82598	21237	40911.3	84948	82598	1998	2015	visitbritain	2
mm.domus.WM132	9	7790	12910	10441.3	1780.3	93972	11982	1998	2016	visitbritain	4
mm.domus.WM134	6	40038	199993	125834	65891.7	755004	199993	1999	2016	visitbritain	3
mm.domus.WM135	2	49e3	86563	67781.5	26561.1	135563	86563	2010	2016	ma(fam)	2
mm.domus.WM136	5	81452	155056	105550.2	30233.4	527751	85352	2012	2015	visitbritain	2
mm.domus.WM137	6	16784	42153	30427.5	8619.1	182565	42153	1999	2015	visitbritain	2
mm.domus.WM138	7	22500	90223	64185.9	24335.3	449301	90223	1999	2016	visitbritain	3
mm.domus.WM139	5	6804	16847	13419.2	3843.2	67096	16847	2011	2015	visitbritain	1
mm.domus.WM140	7	35e3	402300	287591.9	139042.7	2013143	402300	1999	2015	visitbritain	3
mm.domus.WM145	1	1283	1283	1283	NA	1283	1283	2008	2008	ma(fam)	1
mm.domus.WM147	1	11959	11959	11959	NA	11959	11959	2015	2015	ma(fam)	1
mm.domus.YH002	6	0	22e3	11410.2	7276	68461	0	1994	1999	domus	1
mm.domus.YH003	11	48645	321529	183024.5	118618.6	2013270	280399	1994	2016	domus	3
mm.domus.YH004	9	6999	37442	19441.7	14048.7	174975	37442	1994	2016	domus	3
mm.domus.YH005	9	39910	86995	63414.3	19268.5	570729	82907	1994	2016	domus	3
mm.domus.YH006	11	20528	40310	32249.9	6017	354749	27901	1994	2016	domus	3
