project_id	OA_GSS	country_name	region_gss	region_name	lad16_gss	lad16_name	OA_GSS	RUC_CODE
mm.mald.038	W00000305	Wales	W92000004	Wales	W06000002	Gwynedd	W00000305	E2
mm.hha.064	E00162962	England	E12000009	South West	E06000054	Wiltshire	E00162962	C1
mm.aim.0304	W00001029	Wales	W92000004	Wales	W06000004	Denbighshire	W00001029	E2
mm.musa.092	E00094666	England	E12000009	South West	E06000052	Cornwall	E00094666	F1
mm.domus.SW199	E00094666	England	E12000009	South West	E06000052	Cornwall	E00094666	F1
mm.domus.SW200	E00094666	England	E12000009	South West	E06000052	Cornwall	E00094666	F1
mm.aim.0234	E00112721	England	E12000009	South West	E07000079	Cotswold	E00112721	D1
mm.domus.NW048	E00127391	England	E12000002	North West	E07000121	Lancaster	E00127391	C1
mm.hha.095	E00137431	England	E12000004	East Midlands	E07000151	Daventry	E00137431	E1
mm.aim.1025	E00160734	England	E12000008	South East	E07000225	Chichester	E00160734	F1
mm.fcm.067	E00136434	England	E12000006	East of England	E07000148	Norwich	E00136434	C1
mm.ace.1199	E00112733	England	E12000009	South West	E07000079	Cotswold	E00112733	D1
mm.wiki.221	E00124778	England	E12000008	South East	E07000113	Swale	E00124778	C1
mm.domus.SE383	E00023930	England	E12000007	London	E09000033	Westminster	E00023930	A1
mm.domus.SC089	S00120401	Scotland	S92000003	Scotland	S12000019	Midlothian	S00120401	NA
mm.domus.WM088	E00172213	England	E12000005	West Midlands	E08000026	Coventry	E00172213	C1
mm.aim.0236	E00172174	England	E12000005	West Midlands	E08000026	Coventry	E00172174	C1
mm.domus.WA029	W00005719	Wales	W92000004	Wales	W06000014	Vale of Glamorgan	W00005719	D1
mm.domus.SE184	E00087377	England	E12000008	South East	E06000046	Isle of Wight	E00087377	C1
mm.domus.SE240	E00084750	England	E12000008	South East	E06000042	Milton Keynes	E00084750	D1
mm.musa.095	E00123022	England	E12000008	South East	E07000108	Dover	E00123022	C1
mm.domus.SW032	E00157476	England	E12000008	South East	E07000216	Waverley	E00157476	C1
mm.domus.NE074	E00139288	England	E12000001	North East	E06000057	Northumberland	E00139288	F2
mm.nimc.016	N00002254	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00002254	NA
mm.domus.SC090	S00110992	Scotland	S92000003	Scotland	S12000015	Fife	S00110992	NA
mm.musa.096	E00125421	England	E12000008	South East	E07000114	Thanet	E00125421	C1
mm.domus.SE252	E00125817	England	E12000008	South East	E07000116	Tunbridge Wells	E00125817	D1
mm.wiki.257	E00133082	England	E12000004	East Midlands	E07000139	North Kesteven	E00133082	F1
mm.domus.SC320	S00130793	Scotland	S92000003	Scotland	S12000029	South Lanarkshire	S00130793	NA
mm.domus.SE454	E00161132	England	E12000008	South East	E07000226	Crawley	E00161132	C1
mm.wiki.080	E00101573	England	E12000009	South West	E07000042	Mid Devon	E00101573	D1
mm.musa.097	S00097606	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097606	NA
mm.mgs.370	S00097605	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097605	NA
mm.domus.NW186	NA	NA	NA	NA	NA	NA	NA	NA
mm.hha.190	W00003008	Wales	W92000004	Wales	W06000009	Pembrokeshire	W00003008	F1
mm.domus.EM081	E00098613	England	E12000004	East Midlands	E07000033	Bolsover	E00098613	E1
mm.wiki.022	E00093172	England	E12000002	North West	E06000049	Cheshire East	E00093172	C1
mm.domus.SW033	E00148674	England	E12000009	South West	E07000189	South Somerset	E00148674	D1
mm.domus.SW034	E00162873	England	E12000009	South West	E06000054	Wiltshire	E00162873	D1
mm.ace.1091	E00070653	England	E12000005	West Midlands	E06000019	Herefordshire, County of	E00070653	E2
mm.wiki.398	E00162399	England	E12000009	South West	E06000054	Wiltshire	E00162399	F1
mm.musa.099	E00003666	England	E12000007	London	E09000006	Bromley	E00003666	A1
mm.domus.SC092	S00118834	Scotland	S92000003	Scotland	S12000017	Highland	S00118834	NA
mm.domus.SE113	E00135911	England	E12000006	East of England	E07000147	North Norfolk	E00135911	D1
mm.aim.0983	E00099267	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00099267	F1
mm.domus.SE245	E00091562	England	E12000006	East of England	E07000011	Huntingdonshire	E00091562	C1
mm.aim.0244	E00008370	England	E12000007	London	E09000011	Greenwich	E00008370	A1
mm.domus.NW052	E00033532	England	E12000002	North West	E08000012	Liverpool	E00033532	A1
mm.aim.0245	E00156039	England	E12000008	South East	E07000211	Reigate and Banstead	E00156039	C1
mm.domus.SE013	E00005206	England	E12000007	London	E09000008	Croydon	E00005206	A1
mm.domus.SE243	E00003614	England	E12000007	London	E09000006	Bromley	E00003614	A1
mm.domus.SE242	E00161780	England	E12000008	South East	E07000228	Mid Sussex	E00161780	D1
mm.fcm.072	E00094123	England	E12000002	North West	E06000049	Cheshire East	E00094123	F1
mm.musa.100	S00117763	Scotland	S92000003	Scotland	S12000017	Highland	S00117763	NA
mm.fcm.073	E00096556	England	E12000002	North West	E07000026	Allerdale	E00096556	D2
mm.domus.SC315	S00124769	Scotland	S92000003	Scotland	S12000044	North Lanarkshire	S00124769	NA
mm.domus.NW029	E00097071	England	E12000002	North West	E07000028	Carlisle	E00097071	C1
mm.domus.SE014	E00167985	England	E12000007	London	E09000028	Southwark	E00167985	A1
mm.aim.0249	S00111060	Scotland	S92000003	Scotland	S12000015	Fife	S00111060	NA
mm.domus.SE221	E00114775	England	E12000008	South East	E07000085	East Hampshire	E00114775	C1
mm.domus.YH054	E00038454	England	E12000003	Yorkshire and The Humber	E08000017	Doncaster	E00038454	B1
mm.domus.WA031	W00006843	Wales	W92000004	Wales	W06000024	Merthyr Tydfil	W00006843	C1
mm.domus.WA030	W00006069	Wales	W92000004	Wales	W06000016	Rhondda Cynon Taf	W00006069	C1
mm.domus.EM025	E00143252	England	E12000004	East Midlands	E07000172	Broxtowe	E00143252	B1
mm.fcm.074	E00134513	England	E12000006	East of England	E07000143	Breckland	E00134513	C1
mm.domus.SC091	S00097632	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097632	NA
mm.hha.136	E00097603	England	E12000002	North West	E07000030	Eden	E00097603	E2
mm.domus.YH049	E00141337	England	E12000003	Yorkshire and The Humber	E07000166	Richmondshire	E00141337	E2
mm.mgs.284	S00122848	Scotland	S92000003	Scotland	S12000021	North Ayrshire	S00122848	NA
mm.musa.101	S00120681	Scotland	S92000003	Scotland	S12000019	Midlothian	S00120681	NA
mm.misc.160	S00121767	Scotland	S92000003	Scotland	S12000020	Moray	S00121767	NA
mm.mgs.373	S00107584	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00107584	NA
mm.musa.102	N00000429	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00000429	NA
mm.aim82M.064	W00002651	Wales	W92000004	Wales	W06000023	Powys	W00002651	E1
mm.domus.WM129	E00071451	England	E12000005	West Midlands	E06000020	Telford and Wrekin	E00071451	C1
mm.domus.SE260	E00122764	England	E12000008	South East	E07000107	Dartford	E00122764	A1
mm.fcm.075	E00165954	England	E12000009	South West	E07000047	West Devon	E00165954	E1
mm.domus.SW186	E00102057	England	E12000009	South West	E07000044	South Hams	E00102057	D1
mm.aim.0254	E00063780	England	E12000002	North West	E06000008	Blackburn with Darwen	E00063780	C1
mm.wiki.207	E00119197	England	E12000006	East of England	E07000242	East Hertfordshire	E00119197	E1
mm.domus.EM026	E00137275	England	E12000004	East Midlands	E07000151	Daventry	E00137275	C1
mm.wiki.379	E00056312	England	E12000003	Yorkshire and The Humber	E08000034	Kirklees	E00056312	D1
mm.domus.SC093	S00132752	Scotland	S92000003	Scotland	S12000029	South Lanarkshire	S00132752	NA
mm.wiki.066	E00099238	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00099238	F1
mm.wiki.030	E00095793	England	E12000009	South West	E06000052	Cornwall	E00095793	F2
mm.domus.SW035	E00102491	England	E12000009	South West	E07000045	Teignbridge	E00102491	C1
mm.ace.1204	E00119771	England	E12000006	East of England	E07000098	Hertsmere	E00119771	F1
mm.aim.0130	E00062813	England	E12000002	North West	E06000007	Warrington	E00062813	C1
mm.musa.109	E00122998	England	E12000008	South East	E07000108	Dover	E00122998	C1
mm.domus.SE336	E00122997	England	E12000008	South East	E07000108	Dover	E00122997	C1
mm.domus.SC097	S00099854	Scotland	S92000003	Scotland	S12000008	East Ayrshire	S00099854	NA
mm.domus.SW036	E00113145	England	E12000009	South West	E07000080	Forest of Dean	E00113145	D1
mm.domus.SW037	E00113103	England	E12000009	South West	E07000080	Forest of Dean	E00113103	F1
mm.hha.096	E00137552	England	E12000004	East Midlands	E07000152	East Northamptonshire	E00137552	F1
mm.misc.013	E00125211	England	E12000008	South East	E07000114	Thanet	E00125211	C1
mm.wiki.458	S00091063	Scotland	S92000003	Scotland	S12000034	Aberdeenshire	S00091063	NA
mm.domus.WA015	W00001039	Wales	W92000004	Wales	W06000004	Denbighshire	W00001039	D1
mm.mald.042	W00001038	Wales	W92000004	Wales	W06000004	Denbighshire	W00001038	D1
mm.wiki.067	E00098351	England	E12000004	East Midlands	E07000032	Amber Valley	E00098351	E1
mm.wiki.156	E00021692	England	E12000007	London	E09000030	Tower Hamlets	E00021692	A1
mm.domus.SC095	S00096439	Scotland	S92000003	Scotland	S12000039	West Dunbartonshire	S00096439	NA
mm.domus.EM034	E00171187	England	E12000004	East Midlands	E06000015	Derby	E00171187	C1
mm.fcm.078	E00171215	England	E12000004	East Midlands	E06000015	Derby	E00171215	C1
mm.domus.EM035	E00171187	England	E12000004	East Midlands	E06000015	Derby	E00171187	C1
mm.ace.1239	E00137824	England	E12000004	East Midlands	E07000153	Kettering	E00137824	C1
mm.domus.SE015	E00014065	England	E12000007	London	E09000020	Kensington and Chelsea	E00014065	A1
mm.mgs.362	S00097184	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097184	NA
mm.aim.0358	E00075983	England	E12000009	South West	E06000026	Plymouth	E00075983	C1
mm.domus.SW038	E00102227	England	E12000009	South West	E07000044	South Hams	E00102227	D1
mm.wiki.023	E00092430	England	E12000002	North West	E06000050	Cheshire West and Chester	E00092430	C1
mm.wiki.380	E00056099	England	E12000003	Yorkshire and The Humber	E08000034	Kirklees	E00056099	A1
mm.wiki.381	E00175513	England	E12000003	Yorkshire and The Humber	E08000034	Kirklees	E00175513	A1
mm.domus.SC096	S00100177	Scotland	S92000003	Scotland	S12000008	East Ayrshire	S00100177	NA
mm.musa.112	E00125425	England	E12000008	South East	E07000114	Thanet	E00125425	C1
mm.domus.SE259	E00145797	England	E12000008	South East	E07000179	South Oxfordshire	E00145797	C1
mm.ace.023	E00067494	England	E12000003	Yorkshire and The Humber	E06000014	York	E00067494	C1
mm.domus.SE468	E00087432	England	E12000008	South East	E06000046	Isle of Wight	E00087432	D1
mm.mald.043	W00003640	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003640	D1
mm.aim.1047	E00103056	England	E12000009	South West	E07000047	West Devon	E00103056	F2
mm.domus.SC098	S00118769	Scotland	S92000003	Scotland	S12000017	Highland	S00118769	NA
mm.aim.0262	E00087327	England	E12000008	South East	E06000046	Isle of Wight	E00087327	F1
mm.ace.1115	E00087609	England	E12000008	South East	E06000046	Isle of Wight	E00087609	C1
mm.fcm.083	E00104065	England	E12000009	South West	E07000052	West Dorset	E00104065	C1
mm.fcm.082	E00104130	England	E12000009	South West	E07000052	West Dorset	E00104130	D1
mm.aim.0265	E00135471	England	E12000006	East of England	E07000146	King's Lynn and West Norfolk	E00135471	C1
mm.ace.327	E00133848	England	E12000004	East Midlands	E07000141	South Kesteven	E00133848	C1
mm.domus.NE028	E00042825	England	E12000001	North East	E08000021	Newcastle upon Tyne	E00042825	A1
mm.domus.SC181	S00099569	Scotland	S92000003	Scotland	S12000042	Dundee City	S00099569	NA
mm.ace.1286	E00131558	England	E12000004	East Midlands	E07000134	North West Leicestershire	E00131558	E1
mm.domus.SE154	E00136758	England	E12000006	East of England	E07000149	South Norfolk	E00136758	C1
mm.domus.SE419	E00106786	England	E12000008	South East	E07000063	Lewes	E00106786	D1
mm.aim.0441	E00115847	England	E12000008	South East	E07000088	Gosport	E00115847	C1
mm.wiki.256	E00132178	England	E12000004	East Midlands	E07000137	East Lindsey	E00132178	D1
mm.domus.NW086	E00096823	England	E12000002	North West	E07000027	Barrow-in-Furness	E00096823	C1
mm.aim.0269	E00133022	England	E12000004	East Midlands	E07000139	North Kesteven	E00133022	E1
mm.domus.SC099	S00096111	Scotland	S92000003	Scotland	S12000005	Clackmannanshire	S00096111	NA
mm.domus.YH053	E00038726	England	E12000003	Yorkshire and The Humber	E08000017	Doncaster	E00038726	B1
mm.musa.115	E00131560	England	E12000004	East Midlands	E07000134	North West Leicestershire	E00131560	D1
mm.mgs.311	S00100751	Scotland	S92000003	Scotland	S12000008	East Ayrshire	S00100751	NA
mm.domus.SE439	E00145714	England	E12000008	South East	E07000179	South Oxfordshire	E00145714	E1
mm.hha.133	E00093063	England	E12000002	North West	E06000049	Cheshire East	E00093063	E1
mm.ace.1156	E00014862	England	E12000007	London	E09000021	Kingston upon Thames	E00014862	C1
mm.domus.SE258	E00155726	England	E12000008	South East	E07000210	Mole Valley	E00155726	C1
mm.domus.NE012	E00060916	England	E12000001	North East	E06000002	Middlesbrough	E00060916	C1
mm.hha.003	E00089887	England	E12000008	South East	E07000006	South Bucks	E00089887	E1
mm.domus.SW042	E00104059	England	E12000009	South West	E07000052	West Dorset	E00104059	C1
mm.domus.SC100	S00130816	Scotland	S92000003	Scotland	S12000029	South Lanarkshire	S00130816	NA
mm.domus.NW053	E00097961	England	E12000002	North West	E07000031	South Lakeland	E00097961	F2
mm.domus.SE500	E00122845	England	E12000008	South East	E07000108	Dover	E00122845	C1
mm.domus.SE257	E00122846	England	E12000008	South East	E07000108	Dover	E00122846	C1
mm.domus.SE459	E00171556	England	E12000008	South East	E07000108	Dover	E00171556	C1
mm.wiki.329	E00149479	England	E12000009	South West	E07000191	West Somerset	E00149479	D2
mm.domus.NI002	N00002673	Northern Ireland	N92000002	Northern Ireland	N09000010	Newry Mourne and Down	N00002673	NA
mm.domus.SE579	E00003650	England	E12000007	London	E09000006	Bromley	E00003650	E1
mm.domus.NI019	N00002673	Northern Ireland	N92000002	Northern Ireland	N09000010	Newry Mourne and Down	N00002673	NA
mm.domus.SW106	E00113621	England	E12000009	South West	E07000082	Stroud	E00113621	D1
mm.domus.SE582	E00000025	England	E12000007	London	E09000001	City of London	E00000025	A1
mm.domus.WM055	E00165047	England	E12000005	West Midlands	E07000238	Wychavon	E00165047	C1
mm.hha.177	S00097284	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097284	NA
mm.hha.181	S00094115	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094115	NA
mm.aim.0280	E00049371	England	E12000005	West Midlands	E08000027	Dudley	E00049371	A1
mm.domus.WM043	E00049371	England	E12000005	West Midlands	E08000027	Dudley	E00049371	A1
mm.domus.WM138	E00146828	England	E12000005	West Midlands	E06000051	Shropshire	E00146828	E1
mm.domus.SC311	S00092343	Scotland	S92000003	Scotland	S12000034	Aberdeenshire	S00092343	NA
mm.misc.077	S00121233	Scotland	S92000003	Scotland	S12000020	Moray	S00121233	NA
mm.wiki.407	E00144385	England	E12000004	East Midlands	E07000175	Newark and Sherwood	E00144385	E1
mm.domus.SE018	E00020499	England	E12000007	London	E09000028	Southwark	E00020499	A1
mm.aim.0282	S00098199	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00098199	NA
mm.aim.0283	S00099806	Scotland	S92000003	Scotland	S12000008	East Ayrshire	S00099806	NA
mm.domus.SC054	S00097909	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097909	NA
mm.mgs.303	S00102537	Scotland	S92000003	Scotland	S12000010	East Lothian	S00102537	NA
mm.aim.0284	S00117704	Scotland	S92000003	Scotland	S12000017	Highland	S00117704	NA
mm.domus.SC103	S00133606	Scotland	S92000003	Scotland	S12000030	Stirling	S00133606	NA
mm.aim.0287	S00098982	Scotland	S92000003	Scotland	S12000042	Dundee City	S00098982	NA
mm.wiki.498	S00129858	Scotland	S92000003	Scotland	S12000028	South Ayrshire	S00129858	NA
mm.domus.SC104	S00109502	Scotland	S92000003	Scotland	S12000015	Fife	S00109502	NA
mm.domus.NW169	E00030847	England	E12000002	North West	E08000009	Trafford	E00030847	E1
mm.domus.SC296	S00127017	Scotland	S92000003	Scotland	S12000024	Perth and Kinross	S00127017	NA
mm.wiki.143	E00113804	England	E12000009	South West	E07000082	Stroud	E00113804	C1
mm.hha.171	S00093063	Scotland	S92000003	Scotland	S12000041	Angus	S00093063	NA
mm.aim.0288	S00094581	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094581	NA
mm.mgs.075	S00094275	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094275	NA
mm.musa.117	S00118111	Scotland	S92000003	Scotland	S12000017	Highland	S00118111	NA
mm.domus.SW210	E00149436	England	E12000009	South West	E07000191	West Somerset	E00149436	E2
mm.domus.SW206	E00149436	England	E12000009	South West	E07000191	West Somerset	E00149436	E2
mm.hha.167	S00119378	Scotland	S92000003	Scotland	S12000017	Highland	S00119378	NA
mm.domus.SE256	E00154133	England	E12000006	East of England	E07000205	Suffolk Coastal	E00154133	F1
mm.domus.NE052	E00171795	England	E12000001	North East	E06000047	County Durham	E00171795	C1
mm.wiki.094	E00105753	England	E12000001	North East	E06000047	County Durham	E00105753	C1
mm.domus.NE020	E00171794	England	E12000001	North East	E06000047	County Durham	E00171794	C1
mm.domus.NE053	E00105080	England	E12000001	North East	E06000047	County Durham	E00105080	C1
mm.domus.NE054	E00105080	England	E12000001	North East	E06000047	County Durham	E00105080	C1
mm.wiki.144	E00113738	England	E12000009	South West	E07000082	Stroud	E00113738	C1
mm.wiki.123	E00109245	England	E12000006	East of England	E07000069	Castle Point	E00109245	C1
mm.domus.YH141	E00176115	England	E12000003	Yorkshire and The Humber	E08000032	Bradford	E00176115	A1
mm.wiki.435	W00003616	Wales	W92000004	Wales	W06000010	Carmarthenshire	W00003616	E2
mm.musa.118	W00003992	Wales	W92000004	Wales	W06000011	Swansea	W00003992	C1
mm.domus.SW211	E00075124	England	E12000009	South West	E06000025	South Gloucestershire	E00075124	E1
mm.domus.EM005	E00139162	England	E12000004	East Midlands	E07000156	Wellingborough	E00139162	E1
mm.musa.119	E00108760	England	E12000006	East of England	E07000067	Braintree	E00108760	D1
mm.wiki.371	E00051491	England	E12000005	West Midlands	E08000029	Solihull	E00051491	F1
mm.aim.0292	S00094576	Scotland	S92000003	Scotland	S12000035	Argyll and Bute	S00094576	NA
mm.domus.SE591	E00173905	England	E12000006	East of England	E07000206	Waveney	E00173905	C1
mm.domus.SE442	E00110039	England	E12000006	East of England	E07000071	Colchester	E00110039	F1
mm.aim.0295	E00124933	England	E12000008	South East	E07000113	Swale	E00124933	C1
mm.wiki.501	E00087415	England	E12000008	South East	E06000046	Isle of Wight	E00087415	C1
mm.musa.120	E00112006	England	E12000006	East of England	E07000076	Tendring	E00112006	E1
mm.domus.SE032	E00161855	England	E12000008	South East	E07000228	Mid Sussex	E00161855	C1
mm.wiki.245	E00131567	England	E12000004	East Midlands	E07000134	North West Leicestershire	E00131567	D1
mm.musa.121	E00095419	England	E12000009	South West	E06000052	Cornwall	E00095419	C1
mm.domus.YH160	E00054017	England	E12000003	Yorkshire and The Humber	E08000032	Bradford	E00054017	C1
mm.aim.0300	E00147796	England	E12000009	South West	E07000187	Mendip	E00147796	F1
mm.domus.SE463	E00157302	England	E12000008	South East	E07000215	Tandridge	E00157302	A1
mm.musa.122	E00106267	England	E12000008	South East	E07000061	Eastbourne	E00106267	C1
mm.domus.SE264	E00163150	England	E12000009	South West	E06000054	Wiltshire	E00163150	F1
mm.domus.SE270	E00086327	England	E12000008	South East	E06000044	Portsmouth	E00086327	C1
mm.aim82NM.046	E00153742	England	E12000006	East of England	E07000205	Suffolk Coastal	E00153742	E1
mm.aim.0302	W00007623	Wales	W92000004	Wales	W06000019	Blaenau Gwent	W00007623	F1
mm.fcm.090	E00141522	England	E12000003	Yorkshire and The Humber	E07000167	Ryedale	E00141522	C1
mm.domus.SE587	E00124009	England	E12000008	South East	E07000111	Sevenoaks	E00124009	D1
mm.wiki.472	S00103329	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00103329	NA
mm.mgs.345	S00106927	Scotland	S92000003	Scotland	S12000036	City of Edinburgh	S00106927	NA
mm.hha.043	E00103313	England	E12000009	South West	E07000049	East Dorset	E00103313	F1
mm.domus.SE269	E00156407	England	E12000008	South East	E07000212	Runnymede	E00156407	A1
mm.domus.WA100	W00010073	Wales	W92000004	Wales	W06000011	Swansea	W00010073	C1
mm.misc.106	E00159642	England	E12000005	West Midlands	E07000222	Warwick	E00159642	C1
mm.domus.SC126	S00121384	Scotland	S92000003	Scotland	S12000020	Moray	S00121384	NA
mm.wiki.223	E00124612	England	E12000008	South East	E07000112	Shepway	E00124612	E1
mm.aim.0307	E00117267	England	E12000008	South East	E07000091	New Forest	E00117267	C1
mm.domus.SE130	NA	NA	NA	NA	NA	NA	NA	NA
mm.wiki.189	E00025630	England	E12000002	North West	E08000003	Manchester	E00025630	A1
mm.domus.SW226	E00076574	England	E12000009	South West	E06000026	Plymouth	E00076574	C1
mm.domus.SE106	E00135282	England	E12000006	East of England	E07000145	Great Yarmouth	E00135282	C1
mm.domus.NW031	E00028138	England	E12000002	North West	E08000005	Rochdale	E00028138	A1
mm.aim.1355	E00094873	England	E12000009	South West	E06000052	Cornwall	E00094873	C1
mm.wiki.467	S00097260	Scotland	S92000003	Scotland	S12000006	Dumfries and Galloway	S00097260	NA
mm.hha.091	E00133652	England	E12000004	East Midlands	E07000141	South Kesteven	E00133652	E1
mm.musa.126	E00037473	England	E12000003	Yorkshire and The Humber	E08000016	Barnsley	E00037473	B1
mm.wiki.001	E00088579	England	E12000006	East of England	E06000055	Bedford	E00088579	C1
mm.aim.0310	E00119561	England	E12000006	East of England	E07000098	Hertsmere	E00119561	A1
mm.ace.1100	E00008020	England	E12000007	London	E09000011	Greenwich	E00008020	A1
mm.hha.070	E00091462	England	E12000006	East of England	E07000011	Huntingdonshire	E00091462	E1
mm.domus.SE267	E00090931	England	E12000006	East of England	E07000009	East Cambridgeshire	E00090931	C1
mm.domus.YH066	E00140267	England	E12000003	Yorkshire and The Humber	E07000163	Craven	E00140267	E1
mm.domus.SE460	E00116480	England	E12000008	South East	E07000090	Havant	E00116480	C1
mm.ace.045	E00171152	England	E12000007	London	E09000010	Enfield	E00171152	A1
mm.misc.108	E00071701	England	E12000005	West Midlands	E06000020	Telford and Wrekin	E00071701	E1
mm.domus.NW150	E00174419	England	E12000002	North West	E06000049	Cheshire East	E00174419	E1
mm.domus.SE265	E00110838	England	E12000006	East of England	E07000072	Epping Forest	E00110838	A1
mm.ace.1114	E00066822	England	E12000003	Yorkshire and The Humber	E06000013	North Lincolnshire	E00066822	D1
mm.ace.1145	E00150452	England	E12000005	West Midlands	E07000194	Lichfield	E00150452	C1
mm.domus.WA078	W00002103	Wales	W92000004	Wales	W06000006	Wrexham	W00002103	F1
mm.domus.EM037	E00099476	England	E12000004	East Midlands	E07000036	Erewash	E00099476	B1
mm.domus.SE190	E00002003	England	E12000007	London	E09000004	Bexley	E00002003	A1
mm.ace.1250	E00080688	England	E12000006	East of England	E06000034	Thurrock	E00080688	A1
mm.ace.1120	E00109624	England	E12000006	East of England	E07000070	Chelmsford	E00109624	C1
mm.domus.SE271	E00109617	England	E12000006	East of England	E07000070	Chelmsford	E00109617	C1
mm.misc.057	E00166725	England	E12000008	South East	E06000040	Windsor and Maidenhead	E00166725	C1
mm.domus.WM062	E00072129	England	E12000005	West Midlands	E06000021	Stoke-on-Trent	E00072129	C1
mm.hha.080	E00153404	England	E12000006	East of England	E07000204	St Edmundsbury	E00153404	E1
mm.musa.129	E00171931	England	E12000009	South West	E07000041	Exeter	E00171931	C1
mm.domus.SW044	E00100820	England	E12000009	South West	E07000040	East Devon	E00100820	C1
mm.musa.130	E00037180	England	E12000003	Yorkshire and The Humber	E08000016	Barnsley	E00037180	B1
mm.ace.1153	E00168131	England	E12000008	South East	E07000088	Gosport	E00168131	D1
mm.domus.EM012	E00099227	England	E12000004	East Midlands	E07000035	Derbyshire Dales	E00099227	E1
mm.fcm.279	S00094870	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00094870	NA
mm.domus.SC111	S00095576	Scotland	S92000003	Scotland	S12000026	Scottish Borders	S00095576	NA
mm.nimc.026	N00000718	Northern Ireland	N92000002	Northern Ireland	N09000002	Armagh City Banbridge and Craigavon	N00000718	NA
mm.domus.YH064	E00067493	England	E12000003	Yorkshire and The Humber	E06000014	York	E00067493	C1
mm.domus.SW161	E00100682	England	E12000009	South West	E07000040	East Devon	E00100682	D1
mm.domus.SE126	E00136000	England	E12000006	East of England	E07000147	North Norfolk	E00136000	D2
mm.domus.SC236	S00121307	Scotland	S92000003	Scotland	S12000020	Moray	S00121307	NA
mm.domus.SW018	E00095109	England	E12000009	South West	E06000052	Cornwall	E00095109	C1
mm.MDN.035	E00150189	England	E12000005	West Midlands	E07000194	Lichfield	E00150189	D1
mm.domus.SE125	E00024113	England	E12000007	London	E09000033	Westminster	E00024113	A1
mm.musa.132	E00147987	England	E12000009	South West	E07000187	Mendip	E00147987	E1
mm.wiki.110	E00107422	England	E12000008	South East	E07000065	Wealden	E00107422	F1
mm.ace.1259	E00117437	England	E12000008	South East	E07000092	Rushmoor	E00117437	C1
mm.wiki.157	E00020035	England	E12000007	London	E09000028	Southwark	E00020035	A1
mm.domus.SW052	E00072587	England	E12000009	South West	E06000022	Bath and North East Somerset	E00072587	C1
mm.musa.135	E00108721	England	E12000006	East of England	E07000067	Braintree	E00108721	D1
mm.domus.SE543	E00136085	England	E12000006	East of England	E07000147	North Norfolk	E00136085	E1
mm.ace.1143	E00153798	England	E12000006	East of England	E07000205	Suffolk Coastal	E00153798	C1
mm.musa.136	E00135810	England	E12000006	East of England	E07000146	King's Lynn and West Norfolk	E00135810	F1
mm.domus.SE521	E00004405	England	E12000007	London	E09000007	Camden	E00004405	A1
mm.domus.YH134	E00170745	England	E12000003	Yorkshire and The Humber	E06000010	Kingston upon Hull, City of	E00170745	C1
mm.wiki.213	E00087442	England	E12000008	South East	E06000046	Isle of Wight	E00087442	E1
mm.domus.SC117	S00127302	Scotland	S92000003	Scotland	S12000024	Perth and Kinross	S00127302	NA
mm.domus.NI003	N00003040	Northern Ireland	N92000002	Northern Ireland	N09000006	Fermanagh and Omagh	N00003040	NA
mm.domus.SC298	S00129014	Scotland	S92000003	Scotland	S12000027	Shetland Islands	S00129014	NA
mm.domus.SC112	S00111026	Scotland	S92000003	Scotland	S12000015	Fife	S00111026	NA
mm.aim.0335	E00107868	England	E12000008	South East	E07000065	Wealden	E00107868	E1
mm.aim.0336	E00141760	England	E12000003	Yorkshire and The Humber	E07000168	Scarborough	E00141760	D1
mm.domus.SW047	E00103052	England	E12000009	South West	E07000047	West Devon	E00103052	E2
mm.wiki.124	E00108773	England	E12000006	East of England	E07000067	Braintree	E00108773	E1
mm.wiki.485	S00121489	Scotland	S92000003	Scotland	S12000020	Moray	S00121489	NA
mm.mgs.392	S00120233	Scotland	S92000003	Scotland	S12000018	Inverclyde	S00120233	NA
mm.aim.0340	W00010117	Wales	W92000004	Wales	W06000015	Cardiff	W00010117	C1
mm.hha.022	E00106926	England	E12000008	South East	E07000063	Lewes	E00106926	E1
mm.domus.SE588	E00120086	England	E12000006	East of England	E07000099	North Hertfordshire	E00120086	C1
