GSS	wimd_2014_dec	wimd_2014_dec_fac	income_dec	income_dec_fac	employment_dec	employment_dec_fac	health_dec	health_dec_fac	education_dec	education_dec_fac	access_to_services_dec	access_to_services_dec_fac	community_safety_dec	community_safety_dec_fac	physical_environment_dec	physical_environment_dec_fac	housing_dec	housing_dec_fac
W01001044	3	dec03	3	dec03	2	dec02	3	dec03	4	dec04	5	dec05	5	dec05	9	dec09	5	dec05
W01001045	3	dec03	3	dec03	2	dec02	4	dec04	6	dec06	6	dec06	2	dec02	8	dec08	3	dec03
W01001046	4	dec04	4	dec04	2	dec02	5	dec05	6	dec06	7	dec07	1	dec01-highd	10	dec10-lowd	2	dec02
W01001047	8	dec08	6	dec06	5	dec05	8	dec08	9	dec09	10	dec10-lowd	8	dec08	9	dec09	8	dec08
W01001048	7	dec07	6	dec06	6	dec06	7	dec07	7	dec07	5	dec05	5	dec05	9	dec09	8	dec08
W01001049	2	dec02	2	dec02	1	dec01-highd	2	dec02	2	dec02	8	dec08	4	dec04	2	dec02	8	dec08
W01001050	4	dec04	3	dec03	4	dec04	3	dec03	4	dec04	5	dec05	2	dec02	7	dec07	5	dec05
W01001051	3	dec03	2	dec02	3	dec03	3	dec03	3	dec03	7	dec07	4	dec04	9	dec09	9	dec09
W01001052	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	9	dec09	4	dec04	7	dec07	6	dec06
W01001053	9	dec09	9	dec09	8	dec08	8	dec08	10	dec10-lowd	4	dec04	9	dec09	10	dec10-lowd	10	dec10-lowd
W01001054	9	dec09	8	dec08	9	dec09	6	dec06	9	dec09	7	dec07	10	dec10-lowd	9	dec09	9	dec09
W01001055	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	5	dec05	2	dec02	7	dec07
W01001056	5	dec05	5	dec05	4	dec04	4	dec04	4	dec04	6	dec06	7	dec07	3	dec03	10	dec10-lowd
W01001057	2	dec02	2	dec02	2	dec02	1	dec01-highd	3	dec03	6	dec06	3	dec03	1	dec01-highd	5	dec05
W01001058	6	dec06	7	dec07	6	dec06	4	dec04	5	dec05	8	dec08	6	dec06	1	dec01-highd	8	dec08
W01001059	9	dec09	7	dec07	7	dec07	9	dec09	9	dec09	4	dec04	5	dec05	10	dec10-lowd	10	dec10-lowd
W01001060	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	3	dec03	8	dec08	10	dec10-lowd	9	dec09
W01001061	4	dec04	3	dec03	4	dec04	5	dec05	4	dec04	3	dec03	2	dec02	8	dec08	7	dec07
W01001062	7	dec07	7	dec07	6	dec06	6	dec06	8	dec08	7	dec07	2	dec02	8	dec08	3	dec03
W01001063	4	dec04	5	dec05	5	dec05	3	dec03	5	dec05	10	dec10-lowd	3	dec03	3	dec03	2	dec02
W01001064	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	9	dec09	1	dec01-highd	5	dec05	6	dec06
W01001065	4	dec04	4	dec04	5	dec05	5	dec05	5	dec05	10	dec10-lowd	2	dec02	2	dec02	3	dec03
W01001066	3	dec03	2	dec02	5	dec05	3	dec03	4	dec04	8	dec08	2	dec02	6	dec06	5	dec05
W01001067	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	5	dec05	3	dec03	1	dec01-highd	8	dec08
W01001068	5	dec05	5	dec05	6	dec06	5	dec05	4	dec04	4	dec04	6	dec06	1	dec01-highd	5	dec05
W01001069	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	10	dec10-lowd	1	dec01-highd	1	dec01-highd	3	dec03
W01001070	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	2	dec02	5	dec05	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001071	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	4	dec04	1	dec01-highd	5	dec05
W01001072	9	dec09	8	dec08	9	dec09	9	dec09	8	dec08	8	dec08	6	dec06	4	dec04	10	dec10-lowd
W01001073	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	2	dec02	3	dec03	2	dec02	1	dec01-highd	4	dec04
W01001075	10	dec10-lowd	8	dec08	8	dec08	9	dec09	9	dec09	10	dec10-lowd	9	dec09	7	dec07	8	dec08
W01001076	6	dec06	5	dec05	6	dec06	5	dec05	5	dec05	9	dec09	6	dec06	6	dec06	3	dec03
W01001077	7	dec07	7	dec07	7	dec07	4	dec04	7	dec07	6	dec06	7	dec07	6	dec06	7	dec07
W01001078	10	dec10-lowd	8	dec08	9	dec09	8	dec08	8	dec08	10	dec10-lowd	7	dec07	7	dec07	9	dec09
W01001079	2	dec02	3	dec03	3	dec03	2	dec02	3	dec03	7	dec07	2	dec02	1	dec01-highd	3	dec03
W01001080	3	dec03	2	dec02	3	dec03	4	dec04	2	dec02	10	dec10-lowd	2	dec02	2	dec02	4	dec04
W01001081	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	9	dec09	1	dec01-highd	3	dec03	3	dec03
W01001082	9	dec09	8	dec08	8	dec08	8	dec08	10	dec10-lowd	6	dec06	5	dec05	5	dec05	10	dec10-lowd
W01001083	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	2	dec02	10	dec10-lowd	7	dec07	10	dec10-lowd
W01001084	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	4	dec04	6	dec06	5	dec05	10	dec10-lowd
W01001085	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	9	dec09	9	dec09	10	dec10-lowd
W01001086	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	4	dec04	10	dec10-lowd
W01001087	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	8	dec08	2	dec02	8	dec08
W01001088	5	dec05	5	dec05	5	dec05	5	dec05	4	dec04	5	dec05	5	dec05	4	dec04	8	dec08
W01001089	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	5	dec05	10	dec10-lowd	1	dec01-highd	10	dec10-lowd
W01001090	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	7	dec07	10	dec10-lowd	8	dec08	7	dec07	6	dec06	9	dec09
W01001091	10	dec10-lowd	9	dec09	9	dec09	8	dec08	8	dec08	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09
W01001092	4	dec04	3	dec03	4	dec04	4	dec04	4	dec04	7	dec07	2	dec02	8	dec08	7	dec07
W01001093	3	dec03	3	dec03	3	dec03	2	dec02	3	dec03	8	dec08	3	dec03	5	dec05	6	dec06
W01001094	2	dec02	1	dec01-highd	3	dec03	4	dec04	1	dec01-highd	8	dec08	3	dec03	6	dec06	3	dec03
W01001095	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	1	dec01-highd	5	dec05	1	dec01-highd
W01001096	5	dec05	5	dec05	5	dec05	5	dec05	3	dec03	10	dec10-lowd	4	dec04	3	dec03	4	dec04
W01001097	2	dec02	1	dec01-highd	2	dec02	3	dec03	1	dec01-highd	7	dec07	2	dec02	10	dec10-lowd	4	dec04
W01001098	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	9	dec09	10	dec10-lowd	8	dec08	9	dec09	10	dec10-lowd
W01001099	5	dec05	3	dec03	5	dec05	4	dec04	4	dec04	9	dec09	7	dec07	8	dec08	7	dec07
W01001100	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001101	5	dec05	4	dec04	4	dec04	5	dec05	6	dec06	10	dec10-lowd	2	dec02	7	dec07	4	dec04
W01001102	5	dec05	4	dec04	6	dec06	4	dec04	6	dec06	10	dec10-lowd	1	dec01-highd	7	dec07	9	dec09
W01001103	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	9	dec09	10	dec10-lowd	7	dec07	9	dec09	10	dec10-lowd
W01001104	9	dec09	9	dec09	8	dec08	7	dec07	9	dec09	5	dec05	6	dec06	4	dec04	5	dec05
W01001105	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	9	dec09	5	dec05	9	dec09
W01001106	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	9	dec09	8	dec08	7	dec07	8	dec08	10	dec10-lowd
W01001107	9	dec09	9	dec09	8	dec08	8	dec08	8	dec08	6	dec06	3	dec03	9	dec09	9	dec09
W01001108	7	dec07	7	dec07	8	dec08	7	dec07	6	dec06	2	dec02	7	dec07	5	dec05	10	dec10-lowd
W01001109	7	dec07	8	dec08	7	dec07	5	dec05	6	dec06	3	dec03	10	dec10-lowd	8	dec08	7	dec07
W01001110	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	2	dec02	6	dec06	7	dec07	8	dec08
W01001111	4	dec04	3	dec03	4	dec04	4	dec04	4	dec04	6	dec06	6	dec06	10	dec10-lowd	7	dec07
W01001112	10	dec10-lowd	8	dec08	10	dec10-lowd	10	dec10-lowd	8	dec08	8	dec08	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001113	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	7	dec07	8	dec08	9	dec09
W01001114	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	4	dec04	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001115	9	dec09	8	dec08	9	dec09	9	dec09	9	dec09	3	dec03	9	dec09	7	dec07	8	dec08
W01001116	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	7	dec07	10	dec10-lowd	7	dec07	9	dec09	8	dec08	8	dec08
W01001117	8	dec08	7	dec07	7	dec07	6	dec06	6	dec06	7	dec07	8	dec08	3	dec03	8	dec08
W01001118	7	dec07	7	dec07	7	dec07	6	dec06	8	dec08	3	dec03	8	dec08	8	dec08	6	dec06
W01001119	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	2	dec02	7	dec07	7	dec07	9	dec09
W01001120	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	9	dec09	6	dec06	8	dec08	3	dec03	10	dec10-lowd
W01001121	4	dec04	4	dec04	5	dec05	4	dec04	3	dec03	8	dec08	7	dec07	3	dec03	2	dec02
W01001122	8	dec08	7	dec07	9	dec09	9	dec09	5	dec05	3	dec03	7	dec07	7	dec07	9	dec09
W01001123	9	dec09	7	dec07	8	dec08	9	dec09	10	dec10-lowd	7	dec07	7	dec07	6	dec06	7	dec07
W01001124	8	dec08	7	dec07	7	dec07	6	dec06	9	dec09	10	dec10-lowd	5	dec05	8	dec08	5	dec05
W01001125	8	dec08	8	dec08	8	dec08	5	dec05	8	dec08	10	dec10-lowd	2	dec02	7	dec07	8	dec08
W01001126	9	dec09	8	dec08	8	dec08	9	dec09	7	dec07	9	dec09	6	dec06	2	dec02	5	dec05
W01001127	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd	8	dec08	8	dec08	10	dec10-lowd
W01001128	9	dec09	9	dec09	9	dec09	9	dec09	10	dec10-lowd	2	dec02	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001129	6	dec06	4	dec04	6	dec06	6	dec06	6	dec06	6	dec06	7	dec07	8	dec08	2	dec02
W01001130	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	6	dec06	7	dec07	8	dec08
W01001131	5	dec05	4	dec04	4	dec04	4	dec04	6	dec06	4	dec04	3	dec03	8	dec08	7	dec07
W01001132	9	dec09	9	dec09	10	dec10-lowd	9	dec09	9	dec09	4	dec04	10	dec10-lowd	2	dec02	9	dec09
W01001133	9	dec09	9	dec09	9	dec09	10	dec10-lowd	10	dec10-lowd	4	dec04	9	dec09	2	dec02	9	dec09
W01001134	9	dec09	10	dec10-lowd	9	dec09	8	dec08	10	dec10-lowd	2	dec02	8	dec08	10	dec10-lowd	8	dec08
W01001135	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	2	dec02	5	dec05	7	dec07	10	dec10-lowd
W01001136	9	dec09	9	dec09	9	dec09	10	dec10-lowd	9	dec09	4	dec04	5	dec05	4	dec04	8	dec08
W01001137	3	dec03	3	dec03	3	dec03	2	dec02	3	dec03	8	dec08	4	dec04	6	dec06	7	dec07
W01001138	2	dec02	2	dec02	1	dec01-highd	2	dec02	4	dec04	7	dec07	3	dec03	6	dec06	6	dec06
W01001139	4	dec04	5	dec05	5	dec05	1	dec01-highd	3	dec03	6	dec06	5	dec05	8	dec08	8	dec08
W01001140	3	dec03	2	dec02	2	dec02	2	dec02	4	dec04	3	dec03	5	dec05	9	dec09	6	dec06
W01001141	2	dec02	2	dec02	2	dec02	2	dec02	2	dec02	5	dec05	5	dec05	4	dec04	2	dec02
W01001142	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	5	dec05	2	dec02	8	dec08	2	dec02
W01001143	5	dec05	5	dec05	6	dec06	5	dec05	3	dec03	3	dec03	4	dec04	9	dec09	7	dec07
W01001144	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	3	dec03	10	dec10-lowd	3	dec03
W01001145	3	dec03	4	dec04	3	dec03	2	dec02	3	dec03	6	dec06	3	dec03	8	dec08	4	dec04
W01001146	7	dec07	6	dec06	6	dec06	7	dec07	6	dec06	6	dec06	3	dec03	8	dec08	8	dec08
W01001147	6	dec06	6	dec06	4	dec04	5	dec05	7	dec07	4	dec04	7	dec07	6	dec06	9	dec09
W01001148	4	dec04	4	dec04	4	dec04	5	dec05	4	dec04	10	dec10-lowd	1	dec01-highd	6	dec06	4	dec04
W01001149	4	dec04	4	dec04	3	dec03	4	dec04	5	dec05	5	dec05	4	dec04	10	dec10-lowd	6	dec06
W01001150	2	dec02	3	dec03	2	dec02	1	dec01-highd	3	dec03	5	dec05	1	dec01-highd	6	dec06	3	dec03
W01001151	7	dec07	8	dec08	6	dec06	3	dec03	8	dec08	6	dec06	7	dec07	10	dec10-lowd	10	dec10-lowd
W01001152	4	dec04	6	dec06	4	dec04	1	dec01-highd	6	dec06	3	dec03	7	dec07	7	dec07	7	dec07
W01001153	3	dec03	2	dec02	2	dec02	3	dec03	3	dec03	9	dec09	5	dec05	9	dec09	9	dec09
W01001154	3	dec03	3	dec03	2	dec02	3	dec03	4	dec04	3	dec03	4	dec04	10	dec10-lowd	7	dec07
W01001155	4	dec04	3	dec03	3	dec03	6	dec06	5	dec05	10	dec10-lowd	6	dec06	5	dec05	6	dec06
W01001156	10	dec10-lowd	10	dec10-lowd	8	dec08	10	dec10-lowd	9	dec09	5	dec05	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001157	7	dec07	7	dec07	6	dec06	5	dec05	5	dec05	8	dec08	9	dec09	6	dec06	8	dec08
W01001158	4	dec04	4	dec04	4	dec04	3	dec03	3	dec03	6	dec06	3	dec03	9	dec09	6	dec06
W01001159	9	dec09	8	dec08	8	dec08	10	dec10-lowd	9	dec09	5	dec05	9	dec09	6	dec06	10	dec10-lowd
W01001160	9	dec09	9	dec09	9	dec09	6	dec06	7	dec07	4	dec04	9	dec09	7	dec07	10	dec10-lowd
W01001161	5	dec05	5	dec05	5	dec05	5	dec05	5	dec05	3	dec03	6	dec06	5	dec05	9	dec09
W01001162	2	dec02	2	dec02	2	dec02	3	dec03	2	dec02	7	dec07	1	dec01-highd	3	dec03	3	dec03
W01001164	5	dec05	5	dec05	4	dec04	5	dec05	3	dec03	7	dec07	4	dec04	6	dec06	6	dec06
W01001165	5	dec05	4	dec04	4	dec04	5	dec05	4	dec04	3	dec03	6	dec06	10	dec10-lowd	5	dec05
W01001166	1	dec01-highd	2	dec02	2	dec02	2	dec02	1	dec01-highd	3	dec03	4	dec04	10	dec10-lowd	2	dec02
W01001167	3	dec03	3	dec03	3	dec03	3	dec03	2	dec02	3	dec03	5	dec05	10	dec10-lowd	5	dec05
W01001168	4	dec04	4	dec04	3	dec03	3	dec03	5	dec05	6	dec06	5	dec05	5	dec05	4	dec04
W01001169	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	6	dec06
W01001170	9	dec09	9	dec09	7	dec07	7	dec07	7	dec07	8	dec08	8	dec08	6	dec06	10	dec10-lowd
W01001171	3	dec03	4	dec04	3	dec03	4	dec04	3	dec03	3	dec03	5	dec05	4	dec04	7	dec07
W01001172	5	dec05	4	dec04	3	dec03	5	dec05	5	dec05	4	dec04	5	dec05	9	dec09	8	dec08
W01001173	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	4	dec04	10	dec10-lowd	4	dec04
W01001174	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	10	dec10-lowd	7	dec07
W01001175	4	dec04	4	dec04	3	dec03	3	dec03	5	dec05	10	dec10-lowd	4	dec04	10	dec10-lowd	2	dec02
W01001176	3	dec03	4	dec04	3	dec03	2	dec02	2	dec02	6	dec06	5	dec05	9	dec09	4	dec04
W01001177	3	dec03	3	dec03	2	dec02	2	dec02	2	dec02	9	dec09	6	dec06	6	dec06	6	dec06
W01001178	4	dec04	4	dec04	3	dec03	2	dec02	4	dec04	4	dec04	7	dec07	10	dec10-lowd	7	dec07
W01001179	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	10	dec10-lowd	3	dec03
W01001180	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	5	dec05	2	dec02
W01001181	3	dec03	4	dec04	3	dec03	2	dec02	2	dec02	5	dec05	5	dec05	6	dec06	4	dec04
W01001182	4	dec04	5	dec05	5	dec05	5	dec05	3	dec03	3	dec03	1	dec01-highd	6	dec06	3	dec03
W01001183	3	dec03	3	dec03	2	dec02	3	dec03	3	dec03	4	dec04	1	dec01-highd	4	dec04	5	dec05
W01001184	6	dec06	6	dec06	6	dec06	4	dec04	5	dec05	8	dec08	4	dec04	2	dec02	7	dec07
W01001185	3	dec03	3	dec03	2	dec02	3	dec03	2	dec02	8	dec08	3	dec03	4	dec04	7	dec07
W01001186	5	dec05	6	dec06	5	dec05	5	dec05	4	dec04	5	dec05	7	dec07	2	dec02	9	dec09
W01001187	5	dec05	4	dec04	4	dec04	4	dec04	4	dec04	8	dec08	6	dec06	4	dec04	5	dec05
W01001188	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	7	dec07	4	dec04	4	dec04	9	dec09
W01001189	4	dec04	3	dec03	3	dec03	4	dec04	2	dec02	6	dec06	5	dec05	6	dec06	7	dec07
W01001190	8	dec08	9	dec09	8	dec08	8	dec08	8	dec08	5	dec05	9	dec09	1	dec01-highd	9	dec09
W01001191	9	dec09	8	dec08	8	dec08	8	dec08	7	dec07	4	dec04	7	dec07	4	dec04	9	dec09
W01001192	2	dec02	1	dec01-highd	1	dec01-highd	3	dec03	2	dec02	2	dec02	5	dec05	9	dec09	6	dec06
W01001193	10	dec10-lowd	10	dec10-lowd	8	dec08	8	dec08	9	dec09	7	dec07	10	dec10-lowd	6	dec06	10	dec10-lowd
W01001194	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	4	dec04	10	dec10-lowd
W01001195	6	dec06	6	dec06	5	dec05	4	dec04	5	dec05	6	dec06	5	dec05	8	dec08	7	dec07
W01001196	9	dec09	8	dec08	8	dec08	8	dec08	8	dec08	8	dec08	8	dec08	2	dec02	9	dec09
W01001197	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	4	dec04	10	dec10-lowd	4	dec04	10	dec10-lowd
W01001198	9	dec09	9	dec09	9	dec09	8	dec08	8	dec08	5	dec05	10	dec10-lowd	2	dec02	10	dec10-lowd
W01001199	9	dec09	8	dec08	8	dec08	8	dec08	6	dec06	8	dec08	9	dec09	2	dec02	9	dec09
W01001200	3	dec03	3	dec03	3	dec03	2	dec02	2	dec02	9	dec09	6	dec06	2	dec02	6	dec06
W01001201	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	2	dec02	4	dec04	2	dec02	2	dec02	2	dec02
W01001202	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	1	dec01-highd	10	dec10-lowd	6	dec06
W01001203	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	3	dec03	4	dec04	10	dec10-lowd	6	dec06
W01001204	6	dec06	5	dec05	5	dec05	4	dec04	5	dec05	7	dec07	6	dec06	9	dec09	10	dec10-lowd
W01001205	3	dec03	4	dec04	2	dec02	2	dec02	5	dec05	5	dec05	4	dec04	7	dec07	6	dec06
W01001206	2	dec02	3	dec03	2	dec02	1	dec01-highd	3	dec03	7	dec07	4	dec04	9	dec09	8	dec08
W01001207	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	2	dec02	9	dec09	1	dec01-highd
W01001208	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	10	dec10-lowd	2	dec02	8	dec08	5	dec05
W01001209	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	10	dec10-lowd	5	dec05
W01001210	2	dec02	3	dec03	1	dec01-highd	1	dec01-highd	2	dec02	5	dec05	4	dec04	10	dec10-lowd	7	dec07
W01001211	3	dec03	3	dec03	2	dec02	4	dec04	2	dec02	4	dec04	6	dec06	6	dec06	6	dec06
W01001212	2	dec02	2	dec02	2	dec02	1	dec01-highd	2	dec02	6	dec06	5	dec05	10	dec10-lowd	9	dec09
W01001213	5	dec05	4	dec04	4	dec04	6	dec06	5	dec05	10	dec10-lowd	3	dec03	4	dec04	4	dec04
W01001214	8	dec08	7	dec07	6	dec06	6	dec06	8	dec08	9	dec09	6	dec06	8	dec08	10	dec10-lowd
W01001215	2	dec02	2	dec02	1	dec01-highd	2	dec02	3	dec03	9	dec09	1	dec01-highd	3	dec03	8	dec08
W01001216	3	dec03	3	dec03	3	dec03	2	dec02	5	dec05	9	dec09	5	dec05	5	dec05	5	dec05
W01001217	2	dec02	2	dec02	2	dec02	2	dec02	1	dec01-highd	5	dec05	3	dec03	4	dec04	7	dec07
W01001218	4	dec04	3	dec03	3	dec03	3	dec03	4	dec04	10	dec10-lowd	3	dec03	6	dec06	5	dec05
W01001219	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	6	dec06	4	dec04	4	dec04	2	dec02
W01001220	4	dec04	4	dec04	3	dec03	4	dec04	3	dec03	6	dec06	6	dec06	3	dec03	4	dec04
W01001221	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	1	dec01-highd	2	dec02	4	dec04	5	dec05	8	dec08
W01001222	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	7	dec07	3	dec03
W01001223	10	dec10-lowd	9	dec09	9	dec09	8	dec08	10	dec10-lowd	5	dec05	9	dec09	7	dec07	10	dec10-lowd
W01001224	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	3	dec03	10	dec10-lowd
W01001225	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	9	dec09	3	dec03	10	dec10-lowd
W01001226	6	dec06	5	dec05	5	dec05	4	dec04	5	dec05	7	dec07	7	dec07	5	dec05	7	dec07
W01001227	9	dec09	8	dec08	7	dec07	8	dec08	7	dec07	10	dec10-lowd	9	dec09	6	dec06	9	dec09
W01001228	7	dec07	7	dec07	5	dec05	7	dec07	8	dec08	10	dec10-lowd	1	dec01-highd	4	dec04	9	dec09
W01001229	5	dec05	5	dec05	3	dec03	5	dec05	4	dec04	9	dec09	2	dec02	5	dec05	6	dec06
W01001230	7	dec07	7	dec07	6	dec06	2	dec02	6	dec06	10	dec10-lowd	7	dec07	9	dec09	8	dec08
W01001231	3	dec03	3	dec03	3	dec03	4	dec04	3	dec03	4	dec04	2	dec02	6	dec06	6	dec06
W01001232	2	dec02	3	dec03	2	dec02	2	dec02	3	dec03	8	dec08	2	dec02	4	dec04	6	dec06
W01001233	4	dec04	6	dec06	4	dec04	4	dec04	3	dec03	1	dec01-highd	6	dec06	9	dec09	6	dec06
W01001234	4	dec04	6	dec06	5	dec05	2	dec02	5	dec05	4	dec04	7	dec07	3	dec03	5	dec05
W01001235	4	dec04	3	dec03	3	dec03	6	dec06	2	dec02	6	dec06	5	dec05	3	dec03	8	dec08
W01001236	6	dec06	6	dec06	6	dec06	4	dec04	5	dec05	7	dec07	3	dec03	5	dec05	8	dec08
W01001237	2	dec02	2	dec02	2	dec02	1	dec01-highd	1	dec01-highd	7	dec07	4	dec04	5	dec05	2	dec02
W01001238	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	6	dec06	1	dec01-highd
W01001239	1	dec01-highd	2	dec02	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	4	dec04	7	dec07
W01001240	6	dec06	8	dec08	8	dec08	3	dec03	7	dec07	3	dec03	6	dec06	5	dec05	6	dec06
W01001241	6	dec06	6	dec06	6	dec06	6	dec06	5	dec05	5	dec05	5	dec05	3	dec03	4	dec04
W01001242	8	dec08	8	dec08	7	dec07	8	dec08	8	dec08	7	dec07	2	dec02	2	dec02	10	dec10-lowd
W01001243	2	dec02	2	dec02	2	dec02	2	dec02	4	dec04	5	dec05	3	dec03	6	dec06	3	dec03
W01001244	8	dec08	8	dec08	6	dec06	6	dec06	6	dec06	5	dec05	9	dec09	4	dec04	10	dec10-lowd
W01001245	10	dec10-lowd	9	dec09	7	dec07	8	dec08	9	dec09	9	dec09	7	dec07	5	dec05	10	dec10-lowd
W01001246	7	dec07	7	dec07	6	dec06	6	dec06	6	dec06	9	dec09	4	dec04	4	dec04	7	dec07
W01001247	3	dec03	3	dec03	3	dec03	3	dec03	2	dec02	8	dec08	3	dec03	6	dec06	4	dec04
W01001248	4	dec04	5	dec05	4	dec04	4	dec04	4	dec04	8	dec08	4	dec04	3	dec03	3	dec03
W01001249	3	dec03	3	dec03	2	dec02	2	dec02	3	dec03	7	dec07	4	dec04	8	dec08	8	dec08
W01001250	4	dec04	6	dec06	4	dec04	2	dec02	4	dec04	2	dec02	7	dec07	9	dec09	8	dec08
W01001251	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	2	dec02	3	dec03	10	dec10-lowd	5	dec05
W01001252	8	dec08	8	dec08	6	dec06	6	dec06	7	dec07	3	dec03	8	dec08	10	dec10-lowd	10	dec10-lowd
W01001253	2	dec02	3	dec03	2	dec02	1	dec01-highd	2	dec02	2	dec02	5	dec05	3	dec03	4	dec04
W01001255	2	dec02	2	dec02	1	dec01-highd	2	dec02	1	dec01-highd	5	dec05	3	dec03	10	dec10-lowd	7	dec07
W01001256	5	dec05	4	dec04	6	dec06	2	dec02	3	dec03	8	dec08	6	dec06	7	dec07	4	dec04
