GSS	wimd_2014_dec	wimd_2014_dec_fac	income_dec	income_dec_fac	employment_dec	employment_dec_fac	health_dec	health_dec_fac	education_dec	education_dec_fac	access_to_services_dec	access_to_services_dec_fac	community_safety_dec	community_safety_dec_fac	physical_environment_dec	physical_environment_dec_fac	housing_dec	housing_dec_fac
W01001892	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	8	dec08	9	dec09	2	dec02	9	dec09
W01001893	7	dec07	6	dec06	6	dec06	8	dec08	5	dec05	9	dec09	5	dec05	7	dec07	5	dec05
W01001894	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	9	dec09	9	dec09	8	dec08	6	dec06	9	dec09
W01001895	2	dec02	3	dec03	1	dec01-highd	2	dec02	6	dec06	7	dec07	3	dec03	7	dec07	7	dec07
W01001896	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	8	dec08	4	dec04	7	dec07
W01001897	8	dec08	9	dec09	9	dec09	9	dec09	9	dec09	1	dec01-highd	8	dec08	8	dec08	8	dec08
W01001898	3	dec03	4	dec04	3	dec03	4	dec04	4	dec04	1	dec01-highd	6	dec06	10	dec10-lowd	8	dec08
W01001899	4	dec04	5	dec05	5	dec05	2	dec02	4	dec04	4	dec04	6	dec06	2	dec02	7	dec07
W01001900	3	dec03	3	dec03	2	dec02	3	dec03	5	dec05	7	dec07	6	dec06	7	dec07	4	dec04
W01001901	9	dec09	8	dec08	8	dec08	9	dec09	7	dec07	8	dec08	5	dec05	9	dec09	8	dec08
W01001902	3	dec03	3	dec03	3	dec03	4	dec04	2	dec02	6	dec06	5	dec05	10	dec10-lowd	5	dec05
W01001903	9	dec09	9	dec09	7	dec07	9	dec09	10	dec10-lowd	8	dec08	8	dec08	9	dec09	5	dec05
W01001904	8	dec08	10	dec10-lowd	9	dec09	8	dec08	9	dec09	2	dec02	8	dec08	5	dec05	4	dec04
W01001905	8	dec08	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	1	dec01-highd	10	dec10-lowd	6	dec06	4	dec04
W01001906	6	dec06	8	dec08	9	dec09	10	dec10-lowd	9	dec09	1	dec01-highd	10	dec10-lowd	6	dec06	4	dec04
W01001907	7	dec07	8	dec08	10	dec10-lowd	10	dec10-lowd	8	dec08	1	dec01-highd	10	dec10-lowd	8	dec08	5	dec05
W01001908	6	dec06	5	dec05	5	dec05	5	dec05	4	dec04	8	dec08	6	dec06	3	dec03	8	dec08
W01001909	3	dec03	3	dec03	3	dec03	5	dec05	3	dec03	3	dec03	3	dec03	4	dec04	6	dec06
W01001910	2	dec02	2	dec02	3	dec03	2	dec02	3	dec03	6	dec06	1	dec01-highd	2	dec02	2	dec02
W01001911	2	dec02	2	dec02	3	dec03	3	dec03	2	dec02	3	dec03	4	dec04	1	dec01-highd	3	dec03
W01001912	6	dec06	8	dec08	8	dec08	6	dec06	8	dec08	1	dec01-highd	7	dec07	1	dec01-highd	8	dec08
W01001913	8	dec08	8	dec08	10	dec10-lowd	10	dec10-lowd	7	dec07	5	dec05	3	dec03	1	dec01-highd	8	dec08
W01001914	8	dec08	9	dec09	8	dec08	3	dec03	8	dec08	5	dec05	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001915	10	dec10-lowd	10	dec10-lowd	9	dec09	7	dec07	9	dec09	9	dec09	8	dec08	2	dec02	10	dec10-lowd
W01001916	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd	3	dec03	10	dec10-lowd
W01001917	4	dec04	5	dec05	3	dec03	3	dec03	4	dec04	6	dec06	3	dec03	9	dec09	6	dec06
W01001918	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	6	dec06	10	dec10-lowd	9	dec09	10	dec10-lowd
W01001919	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	8	dec08	10	dec10-lowd
W01001920	10	dec10-lowd	9	dec09	9	dec09	9	dec09	9	dec09	4	dec04	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd
W01001921	9	dec09	6	dec06	7	dec07	8	dec08	8	dec08	7	dec07	7	dec07	9	dec09	10	dec10-lowd
W01001922	5	dec05	10	dec10-lowd	10	dec10-lowd	9	dec09	1	dec01-highd	10	dec10-lowd	5	dec05	2	dec02	1	dec01-highd
W01001923	3	dec03	3	dec03	4	dec04	3	dec03	2	dec02	3	dec03	5	dec05	1	dec01-highd	6	dec06
W01001924	1	dec01-highd	2	dec02	1	dec01-highd	3	dec03	1	dec01-highd	3	dec03	2	dec02	1	dec01-highd	2	dec02
W01001925	5	dec05	5	dec05	5	dec05	5	dec05	6	dec06	3	dec03	8	dec08	3	dec03	9	dec09
W01001926	9	dec09	9	dec09	9	dec09	9	dec09	7	dec07	2	dec02	7	dec07	8	dec08	8	dec08
W01001927	4	dec04	4	dec04	4	dec04	5	dec05	4	dec04	3	dec03	6	dec06	4	dec04	6	dec06
W01001928	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	4	dec04	2	dec02	3	dec03	1	dec01-highd
W01001929	3	dec03	4	dec04	5	dec05	5	dec05	2	dec02	7	dec07	1	dec01-highd	3	dec03	1	dec01-highd
W01001930	6	dec06	7	dec07	7	dec07	8	dec08	8	dec08	1	dec01-highd	7	dec07	4	dec04	6	dec06
W01001931	2	dec02	3	dec03	2	dec02	3	dec03	1	dec01-highd	7	dec07	1	dec01-highd	3	dec03	1	dec01-highd
W01001932	5	dec05	8	dec08	9	dec09	7	dec07	8	dec08	1	dec01-highd	10	dec10-lowd	10	dec10-lowd	1	dec01-highd
W01001933	7	dec07	8	dec08	8	dec08	10	dec10-lowd	8	dec08	1	dec01-highd	8	dec08	6	dec06	4	dec04
W01001934	9	dec09	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	4	dec04	8	dec08	9	dec09	1	dec01-highd
W01001935	10	dec10-lowd	9	dec09	10	dec10-lowd	8	dec08	9	dec09	7	dec07	7	dec07	5	dec05	4	dec04
W01001936	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	4	dec04	9	dec09	4	dec04	6	dec06
W01001937	7	dec07	7	dec07	7	dec07	9	dec09	8	dec08	2	dec02	7	dec07	2	dec02	4	dec04
W01001938	5	dec05	8	dec08	7	dec07	4	dec04	10	dec10-lowd	2	dec02	1	dec01-highd	3	dec03	1	dec01-highd
W01001939	5	dec05	10	dec10-lowd	10	dec10-lowd	8	dec08	2	dec02	7	dec07	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001940	8	dec08	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	3	dec03	5	dec05	1	dec01-highd	3	dec03
W01001941	5	dec05	10	dec10-lowd	10	dec10-lowd	9	dec09	2	dec02	8	dec08	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001942	2	dec02	2	dec02	3	dec03	1	dec01-highd	2	dec02	5	dec05	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001943	7	dec07	9	dec09	10	dec10-lowd	10	dec10-lowd	4	dec04	8	dec08	1	dec01-highd	1	dec01-highd	3	dec03
W01001944	8	dec08	7	dec07	10	dec10-lowd	10	dec10-lowd	7	dec07	8	dec08	9	dec09	1	dec01-highd	3	dec03
W01001945	8	dec08	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	5	dec05	7	dec07	9	dec09	2	dec02	1	dec01-highd
W01001946	2	dec02	2	dec02	3	dec03	3	dec03	2	dec02	3	dec03	3	dec03	1	dec01-highd	1	dec01-highd
W01001947	7	dec07	9	dec09	10	dec10-lowd	10	dec10-lowd	3	dec03	7	dec07	4	dec04	1	dec01-highd	2	dec02
W01001948	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	8	dec08	9	dec09	10	dec10-lowd
W01001949	9	dec09	6	dec06	9	dec09	6	dec06	9	dec09	10	dec10-lowd	10	dec10-lowd	6	dec06	8	dec08
W01001950	8	dec08	9	dec09	10	dec10-lowd	10	dec10-lowd	5	dec05	10	dec10-lowd	8	dec08	1	dec01-highd	2	dec02
W01001951	6	dec06	8	dec08	9	dec09	10	dec10-lowd	3	dec03	9	dec09	2	dec02	1	dec01-highd	1	dec01-highd
W01001952	2	dec02	3	dec03	3	dec03	7	dec07	2	dec02	9	dec09	1	dec01-highd	1	dec01-highd	1	dec01-highd
W01001953	7	dec07	6	dec06	7	dec07	5	dec05	6	dec06	9	dec09	5	dec05	6	dec06	3	dec03
W01001954	10	dec10-lowd	10	dec10-lowd	9	dec09	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	10	dec10-lowd
W01001955	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	1	dec01-highd	8	dec08	1	dec01-highd	5	dec05	3	dec03
W01001956	10	dec10-lowd	10	dec10-lowd	10	dec10-lowd	9	dec09	9	dec09	8	dec08	9	dec09	9	dec09	9	dec09
W01001957	4	dec04	5	dec05	5	dec05	5	dec05	4	dec04	4	dec04	2	dec02	5	dec05	3	dec03
W01001958	7	dec07	8	dec08	7	dec07	5	dec05	7	dec07	2	dec02	4	dec04	8	dec08	5	dec05
