project_id	LSOA2011_GSS
mm.domus.SE585	E01002672
mm.aim.1346	E01017050
mm.domus.YH045	E01007459
mm.misc.177	E01020340
mm.domus.SE411	E01031787
mm.musa.391	E01007422
mm.domus.SW116	E01022418
mm.musa.392	E01017445
mm.domus.WA042	W01000350
mm.aim82NM.042	W01000402
mm.domus.WM116	E01028980
mm.domus.SE412	E01017923
mm.domus.EM065	E01032867
mm.musa.393	E01027513
mm.aim.1348	E01026870
mm.domus.SE138	E01026945
mm.domus.NW012	E01005117
mm.aim82M.051	E01017297
mm.musa.394	E01015017
mm.domus.SW119	E01031912
mm.wiki.092	E01020315
mm.wiki.335	E01029178
mm.wiki.294	E01026626
mm.aim82NM.112	E01014772
mm.domus.WA040	W01001293
mm.domus.YH093	E01007714
mm.domus.YH094	E01033070
mm.domus.YH096	E01013366
mm.MDN.009	E01013396
mm.wiki.305	E01013366
mm.ace.164	E01013366
mm.aim82NM.101	E01013412
mm.domus.YH095	E01033070
mm.domus.YH102	E01013451
mm.misc.105	E01011441
mm.wiki.391	E01011016
mm.domus.YH048	E01013366
mm.aim82M.052	E01027742
mm.domus.YH031	E01013419
mm.domus.YH099	E01011935
mm.domus.YH082	E01013001
mm.musa.396	E01032014
mm.misc.132	W01000523
mm.mald.162	W01000114
mm.musa.397	E01012102
mm.hud.001	W01000513
mm.hud.002	W01000534
mm.hud.005	E01021143
mm.hud.006	W01000534
mm.hud.007	E01017296
mm.hud.014	E01017284
mm.hud.019	E01004786
mm.hud.021	E01015339
mm.hud.022	E01021350
mm.hud.024	E01033355
mm.hud.025	E01014540
mm.hud.026	E01015186
mm.misc.184	S01009023
mm.misc.185	S01009025
mm.misc.186	S01012415
mm.misc.190	S01009023
mm.misc.191	E01004027
mm.misc.192	E01016914
mm.misc.193	E01001920
mm.misc.194	E01006542
mm.ace.685	E01011898
mm.misc.195	E01012644
mm.misc.199	E01004761
mm.misc.200	E01033658
mm.misc.201	E01022179
mm.misc.202	E01025882
mm.misc.203	E01022878
mm.misc.204	E01014079
mm.misc.205	E01014031
mm.misc.206	E01020072
mm.misc.207	E01019003
mm.misc.208	E01021143
mm.misc.209	E01033070
mm.misc.210	E01021379
mm.misc.211	E01020408
mm.misc.212	E01022782
mm.misc.213	S01006780
mm.misc.214	E01005948
mm.misc.215	S01008678
mm.misc.216	E01014056
mm.misc.217	E01006799
mm.misc.218	E01014370
mm.misc.219	S01007597
mm.misc.220	S01013193
mm.misc.221	S01011102
mm.misc.222	S01010569
mm.misc.223	S01012353
mm.misc.225	S01007598
mm.misc.226	S01007950
mm.misc.227	S01008310
mm.misc.228	S01008677
mm.misc.229	S01008868
mm.misc.230	S01009700
mm.misc.231	S01012034
mm.misc.232	E01024228
mm.misc.233	E01006832
mm.misc.234	E01014949
mm.misc.235	S01007526
mm.misc.236	E01025815
mm.misc.237	95CC02W1
mm.misc.238	E01026203
mm.misc.239	S01012383
mm.misc.240	E01019157
mm.misc.241	E01026488
mm.misc.242	S01011150
mm.misc.243	95GG44S1
mm.misc.244	E01014064
mm.misc.245	E01006648
mm.misc.246	W01001931
mm.misc.247	S01007394
mm.misc.248	E01010779
mm.misc.249	E01033070
mm.misc.250	S01007706
mm.misc.251	E01019944
mm.misc.252	E01002726
mm.misc.253	E01024613
mm.misc.254	E01024377
mm.misc.255	E01019736
mm.misc.256	E01032644
mm.misc.257	E01003081
mm.misc.258	E01027478
mm.misc.259	E01004506
mm.misc.260	E01032038
mm.misc.262	E01024387
mm.misc.263	E01017645
mm.misc.264	E01026753
mm.misc.266	E01033595
mm.ace.1294	E01020153
mm.ace.1295	E01023651
mm.ace.1296	E01019066
mm.ace.1297	E01028297
mm.ace.1298	E01020868
mm.ace.1299	S01010667
mm.misc.267	E01004040
mm.misc.268	E01003521
