project.id	LAD2011_GSS
mm.domus.SW119	E06000054
mm.wiki.092	E07000047
mm.wiki.335	E07000189
mm.wiki.294	E07000145
mm.aim82NM.112	E06000024
mm.domus.WA040	W06000024
mm.domus.YH093	E08000018
mm.domus.YH094	E06000014
mm.domus.YH096	E06000014
mm.MDN.009	E06000014
mm.wiki.305	E06000014
mm.ace.164	E06000014
mm.aim82NM.101	E06000014
mm.domus.YH095	E06000014
mm.domus.YH102	E06000014
mm.misc.105	E08000035
mm.wiki.391	E08000034
mm.domus.YH048	E06000014
mm.aim82M.052	E07000166
mm.domus.YH031	E06000014
mm.domus.YH099	E08000036
mm.domus.YH082	E06000011
mm.musa.396	E06000054
mm.misc.132	W06000008
mm.mald.162	W06000002
mm.musa.397	E06000003
mm.hud.001	W06000008
mm.hud.002	W06000008
mm.hud.005	E07000065
mm.hud.006	W06000008
mm.hud.007	E06000046
mm.hud.014	E06000046
mm.hud.019	E08000001
mm.hud.021	E06000028
mm.hud.022	E07000067
mm.hud.024	E06000023
mm.hud.025	E06000023
mm.hud.026	E06000027
mm.misc.184	S12000013
mm.misc.185	S12000013
mm.misc.186	S12000027
mm.misc.190	S12000013
mm.misc.191	E09000028
mm.misc.192	E06000043
mm.misc.193	E09000013
mm.misc.194	E08000012
mm.ace.685	E08000036
mm.misc.195	E06000008
mm.misc.199	E09000033
mm.misc.200	E08000003
mm.misc.201	E07000079
mm.misc.202	E07000132
mm.misc.203	E07000089
mm.misc.204	E06000019
mm.misc.205	E06000019
mm.misc.206	E07000042
mm.misc.207	E06000052
mm.misc.208	E07000065
mm.misc.209	E06000014
mm.misc.210	E07000067
mm.misc.211	E07000049
mm.misc.212	E07000087
mm.misc.213	S12000033
mm.misc.214	E08000008
mm.misc.215	S12000036
mm.misc.216	E06000019
mm.misc.217	E08000012
mm.misc.218	E06000022
mm.misc.219	S12000006
mm.misc.220	S12000039
mm.misc.221	S12000020
mm.misc.222	S12000017
mm.misc.223	S12000026
mm.misc.225	S12000006
mm.misc.226	S12000008
mm.misc.227	S12000011
mm.misc.228	S12000036
mm.misc.229	S12000036
mm.misc.230	S12000015
mm.misc.231	S12000038
mm.misc.232	E07000108
mm.misc.233	E08000013
mm.misc.234	E06000025
mm.misc.235	S12000006
mm.misc.236	E07000131
mm.misc.237	N09000002
mm.misc.238	E07000139
mm.misc.239	S12000026
mm.misc.240	E07000027
mm.misc.241	E07000143
mm.misc.242	S12000020
mm.misc.243	N09000003
mm.misc.244	E06000019
mm.misc.245	E08000012
mm.misc.246	W06000006
mm.misc.247	S12000035
mm.misc.248	E08000032
mm.misc.249	E06000014
mm.misc.250	S12000042
mm.misc.251	E07000040
mm.misc.252	E09000019
mm.misc.253	E07000113
mm.misc.254	E07000110
mm.misc.255	E07000037
mm.misc.256	E07000052
mm.misc.257	E09000022
mm.misc.258	E06000057
mm.misc.259	E09000032
mm.misc.260	E06000054
mm.misc.262	E07000110
mm.misc.263	E07000004
mm.misc.264	E07000147
mm.misc.266	E09000033
mm.ace.1294	E07000044
mm.ace.1295	E07000099
mm.ace.1296	E06000052
mm.ace.1297	E07000175
mm.ace.1298	E06000047
mm.ace.1299	S12000017
mm.misc.267	E09000028
mm.misc.268	E09000025
